university_id,2024 RANK,2023 RANK,University,Country Code,Country,SIZE,FOCUS,RES.,AGE,STATUS,Academic Reputation Score,Academic Reputation Rank,Employer Reputation Score,Employer Reputation Rank,Faculty Student Score,Faculty Student Rank,Citations per Faculty Score,Citations per Faculty Rank,International Faculty Score,International Faculty Rank,International Students Score,International Students Rank,International Research Network Score,International Research Network Rank,Employment Outcomes Score,Employment Outcomes Rank,Sustainability Score,Sustainability Rank,Student Population,International Students,Female to Male Ratio,Overall Score,Teaching,Research Environment,Research Quality,Industry Impact,International Outlook,Year,Quality of Education,Alumni Employment,Quality of Faculty,Quality_Publications,Influence,Citations_Count,Latitude,Longitude,type,universities_ranked_count_x,best_university_rank,Country_Avg_Overall_Score,Country_Avg_Academic_Reputation,Country_Avg_Rank,Country_Avg_Citations,female_percentage,male_percentage,Subject_Field,Citation_Score,Research_Output_Score,Enrollment,Undergrad_Students,Postgrad_Students,International_Students (%),Tuition_Fee_USD,Acceptance_Rate (%),Graduation_Rate (%),Employability_Rank,QS_Subject_Rank,QS_Rank,THE_Rank,ARWU_Rank,City,Region,Faculty_Count,Student_Faculty_Ratio,Country_Avg_International_Ratio,Research_Impact_Score,Employability_Score,Internationalization_Score,Research_Productivity_Index,Citation_Total_Score,Academic_Excellence_Score,University_Performance_Index,H_Index,Publication_Count,universities_ranked_count_y
U0001,2,2,University of Cambridge,UK,United Kingdom,L,FC,VH,5,A,100,3,100,4,100,14,92.3,68,100,64,95.8,85,99.9,7,100,6,97.3,33,20565,38%,48:52:00,97.482,95.8,100,98,87.9,97.4,2024,5,19,6,8,6,19,54.7023545,-3.2765753,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,48,52,"Business & Management,General Engineering,Art, Performing Arts & Design,Chemical Engineering,Archaeology,Education,Chemistry,Architecture,Other Health,Veterinary Science,Sociology,Medicine & Dentistry,Mechanical & Aerospace Engineering,Psychology,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geography,Accounting & Finance,Biological Sciences,Computer Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Law,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Mathematics & Statistics",94,100,21045,16620,4425,38,48000,38,97,5,5,6,6,4,Cambridge,Europe,5800,4,1.869565217,98.8,100,97.9,0.002068966,0.129585415,9.5,0.628314005,289,8802,126
U0002,3,4,University of Oxford,UK,United Kingdom,L,FC,VH,5,A,100,2,100,5,100,8,90.6,73,98.2,110,98.2,60,100,1,100,3,97.8,26,21750,42%,49:51:00,98.4575,96.6,100,99,98.7,97.5,2024,9,25,10,5,7,4,54.7023545,-3.2765753,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,49,51,"Accounting & Finance,General Engineering,Communication & Media Studies,Biological Sciences,Art, Performing Arts & Design,Other Health,Mathematics & Statistics,Education,Civil Engineering,Medicine & Dentistry,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Electrical & Electronic Engineering,Physics & Astronomy,Economics & Econometrics,Law,Sociology,Business & Management,Mechanical & Aerospace Engineering,Geography,History, Philosophy & Theology,Computer Science,Chemistry,Chemical Engineering,Psychology,Archaeology,Geology, Environmental, Earth & Marine Sciences",95.1,100,22005,13259,8746,43,45000,43,96,3,2,4,4,6,Oxford,Europe,6708,3,1.869565217,99.4,100,98.2,0.001341682,0.119095904,14.1,0.632435529,332,6193,126
U0003,4,5,Harvard University,US,United States,L,FC,VH,5,B,100,1,100,1,98.3,44,100,1,84.6,210,66.8,223,100,5,100,1,96.7,39,20050,25%,51:49:00,97.7905,97.7,99.9,99.4,84.2,90.8,2024,2,1,1,1,1,1,39.7837304,-100.445882,Private,98,2,56.8432449,31.06530612,362.2653061,265.6666667,51,49,"Mathematics & Statistics,Civil Engineering,Languages, Literature & Linguistics,Art, Performing Arts & Design,Business & Management,General Engineering,Geography,Archaeology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Sociology,Mechanical & Aerospace Engineering,Accounting & Finance,Other Health,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Agriculture & Forestry,Psychology,Economics & Econometrics,Communication & Media Studies,Biological Sciences,Architecture,Medicine & Dentistry,Law,Physics & Astronomy,Education,History, Philosophy & Theology",98.8,100,22680,14425,8255,25,57261,27,97,4,4,5,5,1,Cambridge,North America,4646,5,0.5,99.6,100,75.7,0.000215239,0.08031968,1.4,0.617635237,348,10692,192
U0004,5,3,Stanford University,US,United States,L,FC,VH,5,B,100,5,100,3,100,11,99.9,8,99.9,78,51.2,284,95.8,44,100,2,94.4,63,14517,23%,47:53:00,97.972,99,97.8,99.6,100,87,2024,10,3,2,4,3,2,39.7837304,-100.445882,Private,98,2,56.8432449,31.06530612,362.2653061,265.6666667,47,53,"Physics & Astronomy,Computer Science,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry,Medicine & Dentistry,Education,Communication & Media Studies,Chemistry,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,History, Philosophy & Theology,Psychology,Mathematics & Statistics,Biological Sciences,Sociology,Law,Accounting & Finance,Business & Management,Archaeology,General Engineering,Civil Engineering,Chemical Engineering,Other Health,Economics & Econometrics,Electrical & Electronic Engineering,Veterinary Science",99.2,100,17422,13458,3964,23,61731,25,94,2,3,3,3,2,Stanford,North America,4725,3,0.5,98.88,100,75.55,0.002116402,0.081018981,5.5,0.61751176,271,5796,192
U0005,6,6,Imperial College London,UK,United Kingdom,L,FC,VH,5,A,98.3,23,99.4,12,98.5,42,94,58,100,61,100,14,96.7,35,83,45,94.4,61,20275,61%,42:58:00,95.099,90.9,95.5,98.6,90.9,98.3,2024,93,103,43,18,25,29,54.7023545,-3.2765753,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,42,58,"Mechanical & Aerospace Engineering,General Engineering,Mathematics & Statistics,Medicine & Dentistry,Chemical Engineering,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemistry,Civil Engineering,Other Health,Electrical & Electronic Engineering,Biological Sciences",88.3,100,21340,15589,5751,60,42000,60,92,7,6,2,2,23,London,Europe,8000,5,1.869565217,97.36,91.2,100,0.002625,0.136578422,81,0.632511231,368,6585,126
U0006,9,8,UCL,UK,United Kingdom,XL,FC,VH,5,A,99.5,13,97.9,22,98.4,43,74.3,131,99.1,96,100,15,100,2,51.6,126,92.5,74,41110,61%,59:41:00,88.1145,78.4,86.4,98.6,75.2,97.9,2024,,,,,,,,,Public,69,1,50.81734058,25.96666667,455.4347826,388.05,59,41,"Archaeology,Chemical Engineering,Geology, Environmental, Earth & Marine Sciences,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Education,Psychology,Computer Science,Mathematics & Statistics,Architecture,Chemistry,Medicine & Dentistry,General Engineering,Economics & Econometrics,Law,Geography,Business & Management,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Languages, Literature & Linguistics,Biological Sciences,Communication & Media Studies,Other Health,Electrical & Electronic Engineering,Sociology",80.6,100,47520,30671,16849,53,35000,63,91,12,9,9,9,15,London,Europe,7195,5,1.869565217,93.72,74.75,99.55,6.27,0.116298701,0,0.570011609,610,49052,126
U0007,12,13,University of Pennsylvania,US,United States,L,FC,VH,5,B,96.4,29,89.1,52,99.9,24,68.4,153,96,140,70.3,208,83.3,129,100,5,99.9,3,21312,22%,54:46:00,90.9825,87.7,89.7,97.6,97.7,78.8,2024,31,9,30,11,17,13,39.7837304,-100.445882,Private,98,2,56.8432449,31.06530612,362.2653061,265.6666667,54,46,"Economics & Econometrics,Archaeology,Medicine & Dentistry,Geography,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Law,Veterinary Science,Sociology,Biological Sciences,Psychology,Civil Engineering,Computer Science,Sport Science,Languages, Literature & Linguistics,Mathematics & Statistics,Communication & Media Studies,Agriculture & Forestry,Other Health,Business & Management,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Chemistry,Electrical & Electronic Engineering,Art, Performing Arts & Design,Chemical Engineering,Education,Architecture,Physics & Astronomy,General Engineering,History, Philosophy & Theology",93.6,100,22422,13202,9220,24,63452,26,96,6,16,13,15,14,Philadelphia,North America,5154,4,0.5,94.44,94.55,83.15,0.003104385,0.088711289,24.1,0.582474176,274,9258,192
U0008,13,20,Cornell University,US,United States,L,FC,VH,5,B,98.1,26,90.5,47,52.9,297,99.1,18,68.7,283,64,234,79.9,144,98,18,94.7,58,23620,24%,51:49:00,89.5105,85.7,88.7,97.6,69.4,86,2024,14,28,19,24,15,40,39.7837304,-100.445882,Private,98,2,56.8432449,31.06530612,362.2653061,265.6666667,51,49,"Other Health,Biological Sciences,Psychology,Economics & Econometrics,Mathematics & Statistics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,History, Philosophy & Theology,Sociology,Physics & Astronomy,Computer Science,Chemistry,Archaeology,Veterinary Science,Politics & International Studies (incl Development Studies),General Engineering,Chemical Engineering,Law,Architecture,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Agriculture & Forestry,Business & Management,Communication & Media Studies",88.1,100,25673,17840,7833,24,62456,26,95,16,15,16,16,12,Ithaca,North America,2843,8,0.5,94.04,94.25,66.35,0.010903975,0.107592408,19.7,0.578990167,222,7973,192
U0009,16,18,Yale University,US,United States,M,FC,VH,5,B,99.9,9,99.9,7,100,3,45.8,293,89.8,184,78.8,169,85.8,112,99.9,9,99.2,13,11924,21%,51:49:00,94.201,94,94.9,97.7,86.5,82.4,2024,11,34,12,19,11,31,39.7837304,-100.445882,Private,98,2,56.8432449,31.06530612,362.2653061,265.6666667,51,49,"Economics & Econometrics,Medicine & Dentistry,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Other Health,Accounting & Finance,Architecture,Law,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Agriculture & Forestry,History, Philosophy & Theology,General Engineering,Electrical & Electronic Engineering,Chemistry,Physics & Astronomy,Archaeology,Biological Sciences,Computer Science,Psychology,Business & Management,Chemical Engineering,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Sociology",91.5,100,14884,10482,4402,22,62250,24,97,8,14,21,21,11,New Haven,North America,5391,2,0.5,96.58,99.9,84.3,0.006863291,0.101298701,18.2,0.603510945,406,8555,192
U0010,17,12,Peking University,CN,China (Mainland),XL,FC,VH,5,A,99.4,14,95.4,37,90.4,85,97.5,38,50.8,354,23.5,492,43.2,353,82.6,46,68.8,212,33064,14%,,91.796,95.6,97.3,87.2,98.8,70.2,2024,340,67,304,38,88,167,30.047992,-94.3357433,Public,35,12,56.53822857,28.66857143,328.4,574.8823529,46.01376978,53.98623022,"Other Health,Physics & Astronomy,Business & Management,Psychology,Education,Biological Sciences,Medicine & Dentistry,Communication & Media Studies,Art, Performing Arts & Design,General Engineering,Chemistry,Languages, Literature & Linguistics,Mathematics & Statistics,Computer Science,Sociology,Archaeology,Accounting & Finance,Law,Geography,Economics & Econometrics,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",72.2,100,35659,21886,13773,15,5000,15,94,13,12,15,14,24,Beijing,Asia,5302,6,-0.257142857,91.24,89,37.15,0.004337986,0.28907563,247.3,0.677973949,356,18348,72
U0011,17,16,Princeton University,US,United States,M,CO,VH,5,B,99.8,10,97.5,23,64.5,216,100,2,16.7,640,57.5,261,52.5,298,94.6,27,79.3,155,7753,23%,47:53:00,96.926,96.3,97.9,98.8,95.1,89.1,2024,4,15,4,99,28,27,39.7837304,-100.445882,Private,98,2,56.8432449,31.06530612,362.2653061,265.6666667,47,53,"Languages, Literature & Linguistics,Biological Sciences,Other Health,Psychology,Sociology,Mechanical & Aerospace Engineering,Computer Science,Politics & International Studies (incl Development Studies),Economics & Econometrics,Chemistry,Chemical Engineering,Mathematics & Statistics,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Architecture,Agriculture & Forestry,General Engineering,Art, Performing Arts & Design,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences",99.9,100,8739,4883,3856,23,59710,23,96,14,13,25,25,7,Princeton,North America,1050,8,0.5,98.44,96.05,37.1,0.139047619,0.098501499,7.3,0.61674569,145,1729,192
U0012,19,41,The University of Sydney,AU,Australia,XL,FC,VH,5,A,96,31,87.7,57,11.8,701+,93.5,63,99.5,89,100,13,91.9,70,88.1,42,99.7,7,57414,51%,58:42:00,73.771,52.6,68.9,92,97.7,90.2,2024,,,,,,,,,Public,21,54,57.36819048,33.99047619,250.1428571,519.8125,58,42,"History, Philosophy & Theology,Business & Management,Languages, Literature & Linguistics,Computer Science,Medicine & Dentistry,Archaeology,Chemistry,Chemical Engineering,Communication & Media Studies,Education,Sociology,Psychology,Agriculture & Forestry,Accounting & Finance,Sport Science,Art, Performing Arts & Design,Other Health,Veterinary Science,Physics & Astronomy,General Engineering,Law,Geography,Architecture,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Biological Sciences,Civil Engineering,Politics & International Studies (incl Development Studies),Economics & Econometrics,Mechanical & Aerospace Engineering,Mathematics & Statistics",64.3,100,51531,30870,20661,"25,940",52630.5,53,95.5,7.5,10,38,25,11.5,Sydney,Oceania,3571,13,0.5,82.76,87.9,99.75,1.52,0.155787962,0,0.490242747,463,4581,43
U0013,21,34,University of Toronto,CA,Canada,XL,FC,VH,5,A,99.7,11,96,33,54.2,283,57.2,226,95.7,145,96.4,80,95.5,46,96.4,22,99.9,2,79282,27%,56:44:00,88.638,77.5,94.1,92.8,96.1,90.7,2024,86,157,23,2,16,7,61.0666922,-107.991707,Public,23,21,55.88345652,32.3,315.2173913,294.8571429,56,44,"Politics & International Studies (incl Development Studies),Law,Education,Biological Sciences,Electrical & Electronic Engineering,Business & Management,Languages, Literature & Linguistics,General Engineering,Mathematics & Statistics,Accounting & Finance,Civil Engineering,Psychology,History, Philosophy & Theology,Mechanical & Aerospace Engineering,Geography,Economics & Econometrics,Chemistry,Communication & Media Studies,Archaeology,Medicine & Dentistry,Agriculture & Forestry,Geology, Environmental, Earth & Marine Sciences,Computer Science,Chemical Engineering,Sport Science,Sociology,Art, Performing Arts & Design,Physics & Astronomy,Other Health,Architecture",82.2,100,80394,57886,22508,"27,536",52630.5,39,95.5,7.5,10,26,29,11.5,Toronto,North America,9881,8,0.5,93.32,96.2,96.05,0.000202409,0.093263879,88.4,0.58546226,681,34598,39
U0014,23,22,Columbia University,US,United States,XL,FC,VH,5,B,99.6,12,98.3,16,100,15,40.7,339,56.1,332,96.8,76,97.6,25,99.9,10,94.2,64,25914,35%,,90.8955,88.6,89.7,97.4,75.2,86.9,2024,16,13,8,14,10,10,39.7837304,-100.445882,Private,98,2,56.8432449,31.06530612,362.2653061,265.6666667,58.28394647,41.71605353,"Politics & International Studies (incl Development Studies),Economics & Econometrics,Communication & Media Studies,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Mathematics & Statistics,Accounting & Finance,Agriculture & Forestry,Sport Science,Architecture,General Engineering,Chemical Engineering,Psychology,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,History, Philosophy & Theology,Sociology,Computer Science,Chemistry,Archaeology,Other Health,Mechanical & Aerospace Engineering,Medicine & Dentistry,Biological Sciences,Physics & Astronomy,Business & Management",92.6,100,30580,18113,12467,"11,252",52630.5,42,95.5,7.5,10,19,38,11.5,New York City,North America,7087,4,0.5,94.32,99.1,76.45,0.002822069,0.086613387,12.7,0.578660859,270,14043,192
U0015,25,14,Tsinghua University,CN,China (Mainland),XL,FC,VH,4,A,99.1,16,96.9,27,93.9,67,98.9,22,9.4,701+,15.7,603,47.8,328,82.2,47,55.8,271,38518,10%,,92.396,95.3,98.1,93.2,99.9,51.7,2024,586,109,304,41,96,108,30.047992,-94.3357433,Public,35,12,56.53822857,28.66857143,328.4,574.8823529,39.52176949,60.47823051,"Economics & Econometrics,Languages, Literature & Linguistics,Art, Performing Arts & Design,Geography,Education,Other Health,Communication & Media Studies,Sociology,Accounting & Finance,Architecture,Chemistry,Chemical Engineering,History, Philosophy & Theology,Physics & Astronomy,Mechanical & Aerospace Engineering,General Engineering,Business & Management,Medicine & Dentistry,Civil Engineering,Psychology,Electrical & Electronic Engineering,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Sport Science,Computer Science,Archaeology,Politics & International Studies (incl Development Studies),Law,Biological Sciences",52.7,100,38569,27000,11569,9,5000,11,95,11,11,14,17,18,Beijing,Asia,6174,6,-0.257142857,95.16,89.55,12.55,0.00356333,0.247816889,358.3,0.70624261,830,22723,72
U0016,28,24,Johns Hopkins University,US,United States,L,FC,VH,5,B,87.3,51,59.7,134,100,8,89.4,77,64.4,300,91.4,111,98.1,21,74.5,60,84.6,122,15772,28%,56:44:00,91.14,84.4,92.3,97.2,100,84.2,2024,24,159,17,6,12,3,39.7837304,-100.445882,Private,98,2,56.8432449,31.06530612,362.2653061,265.6666667,56,44,"Sociology,General Engineering,Politics & International Studies (incl Development Studies),Electrical & Electronic Engineering,Accounting & Finance,Archaeology,Psychology,Biological Sciences,Art, Performing Arts & Design,Business & Management,Civil Engineering,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Economics & Econometrics,Chemical Engineering,Education,Languages, Literature & Linguistics,Chemistry,Other Health,Physics & Astronomy,Computer Science,Mathematics & Statistics,Mechanical & Aerospace Engineering,History, Philosophy & Theology",92.3,100,21275,13881,7394,"5,070",52630.5,34,95.5,7.5,10,25,24,11.5,Baltimore,North America,4855,3,0.5,95.24,67.1,77.9,0.001647786,0.081718282,62.4,0.592310615,372,12135,192
U0017,28,23,The University of Tokyo,JP,Japan,L,FC,VH,5,A,100,7,99.8,9,90.4,84,70,148,10.3,701+,29.2,427,70,196,99.8,11,99.7,5,26345,15%,,83.086,93.9,94.2,67.8,100,49.7,2024,,,,,,,,,Public,37,29,35.23782432,24.98108108,1011.972973,567.8518519,49.63809988,50.36190012,"Economics & Econometrics,Geology, Environmental, Earth & Marine Sciences,Accounting & Finance,Chemical Engineering,Computer Science,Communication & Media Studies,Archaeology,General Engineering,Geography,Business & Management,Civil Engineering,Sport Science,Mechanical & Aerospace Engineering,Other Health,Physics & Astronomy,Biological Sciences,Law,Mathematics & Statistics,Languages, Literature & Linguistics,Veterinary Science,Electrical & Electronic Engineering,Medicine & Dentistry,History, Philosophy & Theology,Education,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Agriculture & Forestry,Sociology,Architecture,Chemistry,Psychology",58.1,100,26298,19387,6911,"3,983",52630.5,18,95.5,7.5,10,23,36,11.5,Tokyo,Asia,4473,6,0.5,78.36,99.8,19.75,4.89,0.17018537,0,0.52031052,245,7042,120
U0018,30,31,McGill University,CA,Canada,XL,FC,VH,5,A,93.7,34,87.6,58,64,219,62.1,195,88.9,188,93.3,98,86.2,107,92.5,33,94.2,64,30821,29%,61:39:00,75.967,62.3,72.3,88.8,76.1,92.5,2024,68,86,65,36,53,39,61.0666922,-107.991707,Public,23,21,55.88345652,32.3,315.2173913,294.8571429,61,39,"Accounting & Finance,Education,Biological Sciences,Art, Performing Arts & Design,Archaeology,Law,Politics & International Studies (incl Development Studies),Other Health,Computer Science,Mathematics & Statistics,Architecture,Languages, Literature & Linguistics,Civil Engineering,Psychology,Business & Management,Chemistry,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Economics & Econometrics,Medicine & Dentistry,Sport Science,Sociology,History, Philosophy & Theology,Chemical Engineering,Agriculture & Forestry,Geography,General Engineering,Physics & Astronomy,Electrical & Electronic Engineering,Communication & Media Studies",69,100,30196,17475,12721,"10,827",52630.5,29,95.5,7.5,10,27,27,11.5,Montreal,North America,3876,7,0.5,82.2,90.05,91.1,0.011351909,0.115641501,72.5,0.50428144,295,8522,39
U0019,33,25,University of Michigan-Ann Arbor,US,United States,XL,FC,VH,5,A,98.3,22,89.9,48,82.2,127,56.2,231,67,292,27.6,445,95.4,48,94.3,29,83.7,126,45783,16%,51:49:00,87.3855,84.7,87.4,95.5,80.7,69,2024,,,,,,,,,Public,98,2,56.8432449,31.06530612,362.2653061,265.6666667,51,49,"Chemistry,Architecture,Agriculture & Forestry,Languages, Literature & Linguistics,Psychology,Sociology,Law,Computer Science,Chemical Engineering,Other Health,Archaeology,Mathematics & Statistics,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Civil Engineering,Electrical & Electronic Engineering,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Physics & Astronomy,Economics & Econometrics,General Engineering,Medicine & Dentistry,Education,Accounting & Finance,Biological Sciences,Sport Science,Business & Management,Communication & Media Studies,Geology, Environmental, Earth & Marine Sciences",84.1,100,48449,29895,18554,"7,341",52630.5,19,95.5,7.5,10,23,45,11.5,Ann Arbor,North America,7132,6,0.5,92.26,92.1,47.3,5.57,0.07962038,0,0.553797191,457,27181,192
U0020,34,47,University of British Columbia,CA,Canada,XL,FC,VH,5,A,98.2,24,93.5,43,44.4,354,57,227,96.4,134,74.1,189,96.3,37,60.1,99,99.9,3,58987,34%,55:45:00,77.9945,62.5,76.6,90.5,76.7,95,2024,173,699,78,27,37,24,61.0666922,-107.991707,Public,23,21,55.88345652,32.3,315.2173913,294.8571429,55,45,"Psychology,Geography,Biological Sciences,General Engineering,Communication & Media Studies,Chemical Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Chemistry,Education,Civil Engineering,Other Health,Medicine & Dentistry,Accounting & Finance,Archaeology,Law,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Agriculture & Forestry,Economics & Econometrics,Politics & International Studies (incl Development Studies),Architecture,Art, Performing Arts & Design,Computer Science,Sport Science,Sociology,Mechanical & Aerospace Engineering,Business & Management,History, Philosophy & Theology",80.3,100,60112,37415,22697,"15,399",52630.5,34,95.5,7.5,10,46,40,11.5,Vancouver,North America,6201,9,0.5,84.94,76.8,85.25,0.004031608,0.105151991,302.3,0.56997444,577,26031,39
U0021,37,49,Technical University of Munich,DE,Germany,XL,FO,VH,5,A,83.9,59,98.2,19,88.8,89,59.6,210,76.5,243,97.3,71,86.7,103,25,330,84.8,120,35506,39%,37 : 63,82.5025,69.8,85.1,90,100,83.1,2024,89,339,226,98,86,139,40.4203479,-79.1166983,Public,9,31,59.47188889,32.65555556,234,257.5,37,63,"Chemical Engineering,Chemistry,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Other Health,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Biological Sciences,Electrical & Electronic Engineering,Accounting & Finance,Business & Management,Civil Engineering,Physics & Astronomy,Computer Science,Mathematics & Statistics,Education,Sport Science,Architecture,General Engineering,Agriculture & Forestry,Sociology",71.2,100,35755,25726,10029,"11,447",52630.5,45,95.5,7.5,10,50,22,11.5,Munich,Europe,6663,5,0.5,88.04,61.6,86.9,0.01590875,0.174375624,205.1,0.592355754,458,20658,100
U0022,38,48,Institut Polytechnique de Paris,FR,France,M,CO,VH,1,A,44.8,185,99.6,10,97.3,51,93.8,59,98.5,106,98.3,58,76.9,163,90.3,35,72.5,189,6073,42%,25 : 75,71.2835,71,61.6,70.8,98.8,97.1,2024,,,,,,,,,Public,9,58,54.70383333,38.41111111,373,207,25,75,Natural Sciences,97.3,100,6217,4417,1800,"2,413",52630.5,43,95.5,7.5,10,49,41,11.5,Palaiseau Cedex,Europe,1057,6,0.5,67.12,94.95,98.4,4.8,0.062037962,0,0.413389243,165,2003,75
U0023,41,29,Seoul National University,KR,South Korea,L,FC,VH,4,A,99,18,98.2,17,85.1,105,64.9,175,11.5,701+,14.5,631,36.9,401,100,8,73.8,181,28620,13%,,73.3835,74.2,75.3,74.6,100,43.7,2024,667,20,304,39,146,129,36.638392,127.6961188,Public,18,62,43.17502778,24.98333333,667.5,605,41.86502419,58.13497581,"Politics & International Studies (incl Development Studies),Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Communication & Media Studies,Mechanical & Aerospace Engineering,Civil Engineering,Economics & Econometrics,Veterinary Science,Accounting & Finance,Other Health,Education,General Engineering,Agriculture & Forestry,Architecture,Archaeology,Mathematics & Statistics,Computer Science,Geography,Chemical Engineering,Physics & Astronomy,Business & Management,Sociology,Medicine & Dentistry,Art, Performing Arts & Design,Law,Electrical & Electronic Engineering,History, Philosophy & Theology,Languages, Literature & Linguistics,Psychology,Sport Science,Chemistry",54.6,100,26783,17014,9769,"1,914",52630.5,16,95.5,7.5,10,36,38,11.5,Seoul,Asia,3859,7,0.5,74.88,99.1,13,0.004923555,0.271528472,364,0.578793237,465,7496,43
U0024,42,57,Monash University,AU,Australia,XL,FC,VH,4,A,88.4,49,75.2,84,9.6,701+,88.4,81,100,50,100,19,86.8,102,61,95,71.8,194,58460,38%,56:44:00,75.206,55.3,67.8,94.7,99.7,91.1,2024,455,405,304,59,100,101,-24.7761086,134.755,Public,21,54,57.36819048,33.99047619,250.1428571,519.8125,56,44,"Economics & Econometrics,Sport Science,Art, Performing Arts & Design,Geography,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Civil Engineering,Physics & Astronomy,Education,Communication & Media Studies,Architecture,Medicine & Dentistry,Law,Politics & International Studies (incl Development Studies),Other Health,Biological Sciences,Sociology,Accounting & Finance,Mathematics & Statistics,Electrical & Electronic Engineering,Business & Management,Chemical Engineering,Psychology,Archaeology,Computer Science,Chemistry,Languages, Literature & Linguistics,General Engineering,Geology, Environmental, Earth & Marine Sciences",60.5,100,56287,42921,13366,"31,049",52630.5,36,95.5,7.5,10,58,36,11.5,Melbourne,Oceania,3852,15,0.5,83.94,68.1,100,0.014537902,0.226417333,394.7,0.607034632,472,16180,43
U0025,43,50,The University of Queensland,AU,Australia,XL,FC,VH,5,A,87.1,52,73.7,89,21.6,635,87,84,100,41,100,22,95,53,44.4,163,73.1,187,42847,42%,55:45:00,72.0245,52.9,64.3,89.1,99.8,94,2024,,,,,,,,,Public,21,54,57.36819048,33.99047619,250.1428571,519.8125,55,45,"History, Philosophy & Theology,Civil Engineering,Veterinary Science,Sociology,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,Architecture,Biological Sciences,Archaeology,Medicine & Dentistry,Sport Science,Accounting & Finance,General Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),Computer Science,Mathematics & Statistics,Physics & Astronomy,Electrical & Electronic Engineering,Law,Other Health,Chemistry,Education,Chemical Engineering,Psychology,Economics & Econometrics,Geography,Agriculture & Forestry,Art, Performing Arts & Design,Business & Management",69,100,41295,34512,6783,"22,241",52630.5,43,95.5,7.5,10,47,42,11.5,Brisbane City,Oceania,3513,12,0.5,79.18,59.05,100,4.76,0.155787962,0,0.473138501,538,15427,43
