university_name,year,rank_display,score,link,country,city,region_x,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count,region_y,university_type,qs_rank_2026,the_rank_2026,arwu_rank_2025,qs_score,the_score,arwu_score,qs_academic_rep,qs_employer_rep,qs_faculty_student,qs_citations,qs_intl_faculty,qs_intl_students,the_teaching,the_research_env,the_research_quality,the_industry,the_intl_outlook,founded,total_students,intl_students_pct,nobel_laureates,fields_medalists,ranked_in_all_3,avg_rank_all3,university_age_2026,data_sources
Cornell University,2021,18,87.6,https://www.topuniversities.com/universities/cornell-university,United States,Ithaca,North America,https://www.topuniversities.com/sites/default/files/cornell-university_143_small.jpg,Private,Very High,8,"5,675",L,"2,843",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cornell University,2022,21,88.3,https://www.topuniversities.com/universities/cornell-university,United States,Ithaca,North America,https://www.topuniversities.com/sites/default/files/cornell-university_143_small.jpg,Private,Very High,8,"5,675",L,"2,843",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corvinus University of Budapest,2017,701,,https://www.topuniversities.com/universities/corvinus-university-budapest,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/corvinus-university-of-budapest_592560cf2aeae70239af4fef_small.jpg,Private,High,24,1.332,L,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corvinus University of Budapest,2018,801-1000,,https://www.topuniversities.com/universities/corvinus-university-budapest,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/corvinus-university-of-budapest_592560cf2aeae70239af4fef_small.jpg,Private,High,24,1.332,L,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corvinus University of Budapest,2019,801-1000,,https://www.topuniversities.com/universities/corvinus-university-budapest,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/corvinus-university-of-budapest_592560cf2aeae70239af4fef_small.jpg,Private,High,24,1.332,L,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corvinus University of Budapest,2020,801-1000,,https://www.topuniversities.com/universities/corvinus-university-budapest,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/corvinus-university-of-budapest_592560cf2aeae70239af4fef_small.jpg,Private,High,24,1.332,L,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corvinus University of Budapest,2021,801-1000,,https://www.topuniversities.com/universities/corvinus-university-budapest,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/corvinus-university-of-budapest_592560cf2aeae70239af4fef_small.jpg,Private,High,24,1.332,L,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corvinus University of Budapest,2022,801-1000,,https://www.topuniversities.com/universities/corvinus-university-budapest,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/210728015458pm687566Budapesti-Corvinus-Egyetem-logo-EN-200x200px-48x48.jpg,Private,High,24,1.332,L,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coventry University,2017,651-700,,https://www.topuniversities.com/universities/coventry-university,United Kingdom,Coventry,Europe,https://www.topuniversities.com/sites/default/files/coventry-university_592560cf2aeae70239af4b16_small.jpg,Public,High,14,15.552,XL,2.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coventry University,2018,551-600,,https://www.topuniversities.com/universities/coventry-university,United Kingdom,Coventry,Europe,https://www.topuniversities.com/sites/default/files/coventry-university_592560cf2aeae70239af4b16_small.jpg,Public,High,14,15.552,XL,2.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coventry University,2019,571-580,,https://www.topuniversities.com/universities/coventry-university,United Kingdom,Coventry,Europe,https://www.topuniversities.com/sites/default/files/coventry-university_592560cf2aeae70239af4b16_small.jpg,Public,High,14,15.552,XL,2.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coventry University,2020,531-540,,https://www.topuniversities.com/universities/coventry-university,United Kingdom,Coventry,Europe,https://www.topuniversities.com/sites/default/files/coventry-university_592560cf2aeae70239af4b16_small.jpg,Public,High,14,15.552,XL,2.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coventry University,2021,541-550,,https://www.topuniversities.com/universities/coventry-university,United Kingdom,Coventry,Europe,https://www.topuniversities.com/sites/default/files/coventry-university_592560cf2aeae70239af4b16_small.jpg,Public,High,14,15.552,XL,2.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coventry University,2022,601-650,,https://www.topuniversities.com/universities/coventry-university,United Kingdom,Coventry,Europe,https://www.topuniversities.com/sites/default/files/coventry-university_592560cf2aeae70239af4b16_small.jpg,Public,High,14,15.552,XL,2.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cracow University of Technology (Politechnika Krakowska),2019,801-1000,,https://www.topuniversities.com/universities/cracow-university-technology-politechnika-krakowska,Poland,Krakow,Europe,https://www.topuniversities.com/sites/default/files/cracow-university-of-technology-politechnika-krakowska_592560cf2aeae70239af503e_small.jpg,Public,Very High,12,284,L,1.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cracow University of Technology (Politechnika Krakowska),2020,801-1000,,https://www.topuniversities.com/universities/cracow-university-technology-politechnika-krakowska,Poland,Krakow,Europe,https://www.topuniversities.com/sites/default/files/cracow-university-of-technology-politechnika-krakowska_592560cf2aeae70239af503e_small.jpg,Public,Very High,12,284,L,1.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cracow University of Technology (Politechnika Krakowska),2021,801-1000,,https://www.topuniversities.com/universities/cracow-university-technology-politechnika-krakowska,Poland,Krakow,Europe,https://www.topuniversities.com/sites/default/files/cracow-university-of-technology-politechnika-krakowska_592560cf2aeae70239af503e_small.jpg,Public,Very High,12,284,L,1.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cracow University of Technology (Politechnika Krakowska),2022,801-1000,,https://www.topuniversities.com/universities/cracow-university-technology-politechnika-krakowska,Poland,Krakow,Europe,https://www.topuniversities.com/sites/default/files/cracow-university-of-technology-politechnika-krakowska_592560cf2aeae70239af503e_small.jpg,Public,Very High,12,284,L,1.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cranfield University,2017,,,https://www.topuniversities.com/universities/cranfield-university,United Kingdom,Bedford,Europe,https://www.topuniversities.com/sites/default/files/cranfield-university_592560cf2aeae70239af4b15_small.jpg,Public,Very High,5,"2,052",S,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cranfield University,2018,1001,,https://www.topuniversities.com/universities/cranfield-university,United Kingdom,Bedford,Europe,https://www.topuniversities.com/sites/default/files/cranfield-university_592560cf2aeae70239af4b15_small.jpg,Public,Very High,5,"2,052",S,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cranfield University,2019,,,https://www.topuniversities.com/universities/cranfield-university,United Kingdom,Bedford,Europe,https://www.topuniversities.com/sites/default/files/cranfield-university_592560cf2aeae70239af4b15_small.jpg,Public,Very High,5,"2,052",S,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cranfield University,2020,1001,,https://www.topuniversities.com/universities/cranfield-university,United Kingdom,Bedford,Europe,https://www.topuniversities.com/sites/default/files/cranfield-university_592560cf2aeae70239af4b15_small.jpg,Public,Very High,5,"2,052",S,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cranfield University,2021,,,https://www.topuniversities.com/universities/cranfield-university,United Kingdom,Bedford,Europe,https://www.topuniversities.com/sites/default/files/cranfield-university_592560cf2aeae70239af4b15_small.jpg,Public,Very High,5,"2,052",S,623,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cukurova University,2017,701,,https://www.topuniversities.com/universities/cukurova-university,Turkey,Adana,Asia,https://www.topuniversities.com/sites/default/files/cukurova-university_592560cf2aeae70239af4b17_small.jpg,Public,Medium,26,"2,067",XL,"1,562",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cukurova University,2018,801-1000,,https://www.topuniversities.com/universities/cukurova-university,Turkey,Adana,Asia,https://www.topuniversities.com/sites/default/files/cukurova-university_592560cf2aeae70239af4b17_small.jpg,Public,Medium,26,"2,067",XL,"1,562",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cukurova University,2022,1201,,https://www.topuniversities.com/universities/cukurova-university,Turkey,Adana,Asia,https://www.topuniversities.com/sites/default/files/cukurova-university_592560cf2aeae70239af4b17_small.jpg,Public,Medium,26,"2,067",XL,"1,562",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtin University,2017,306,36.3,https://www.topuniversities.com/universities/curtin-university,Australia,Perth,Oceania,https://www.topuniversities.com/sites/default/files/curtin-university_150_small.jpg,Public,Very High,14,"4,565",L,"1,698",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtin University,2018,262,40.4,https://www.topuniversities.com/universities/curtin-university,Australia,Perth,Oceania,https://www.topuniversities.com/sites/default/files/curtin-university_150_small.jpg,Public,Very High,14,"4,565",L,"1,698",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtin University,2019,250,38,https://www.topuniversities.com/universities/curtin-university,Australia,Perth,Oceania,https://www.topuniversities.com/sites/default/files/curtin-university_150_small.jpg,Public,Very High,14,"4,565",L,"1,698",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtin University,2020,230,39.9,https://www.topuniversities.com/universities/curtin-university,Australia,Perth,Oceania,https://www.topuniversities.com/sites/default/files/curtin-university_150_small.jpg,Public,Very High,14,"4,565",L,"1,698",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtin University,2021,217,40.5,https://www.topuniversities.com/universities/curtin-university,Australia,Perth,Oceania,https://www.topuniversities.com/sites/default/files/curtin-university_150_small.jpg,Public,Very High,14,"4,565",L,"1,698",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curtin University,2022,194,44.8,https://www.topuniversities.com/universities/curtin-university,Australia,Perth,Oceania,https://www.topuniversities.com/sites/default/files/curtin-university_150_small.jpg,Public,Very High,14,"4,565",L,"1,698",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Technical University in Prague,2017,501-550,,https://www.topuniversities.com/universities/czech-technical-university-prague,Czech Republic,Prague,Europe,https://www.topuniversities.com/sites/default/files/czech-technical-university-in-prague_592560cf2aeae70239af4d3b_small.jpg,Public,Very High,6,3.006,L,2.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Technical University in Prague,2018,491-500,,https://www.topuniversities.com/universities/czech-technical-university-prague,Czech Republic,Prague,Europe,https://www.topuniversities.com/sites/default/files/czech-technical-university-in-prague_592560cf2aeae70239af4d3b_small.jpg,Public,Very High,6,3.006,L,2.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Technical University in Prague,2019,531-540,,https://www.topuniversities.com/universities/czech-technical-university-prague,Czech Republic,Prague,Europe,https://www.topuniversities.com/sites/default/files/czech-technical-university-in-prague_592560cf2aeae70239af4d3b_small.jpg,Public,Very High,6,3.006,L,2.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Technical University in Prague,2020,498,24.2,https://www.topuniversities.com/universities/czech-technical-university-prague,Czech Republic,Prague,Europe,https://www.topuniversities.com/sites/default/files/czech-technical-university-in-prague_592560cf2aeae70239af4d3b_small.jpg,Public,Very High,6,3.006,L,2.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Technical University in Prague,2021,432,26.4,https://www.topuniversities.com/universities/czech-technical-university-prague,Czech Republic,Prague,Europe,https://www.topuniversities.com/sites/default/files/czech-technical-university-in-prague_592560cf2aeae70239af4d3b_small.jpg,Public,Very High,6,3.006,L,2.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech Technical University in Prague,2022,403,27.9,https://www.topuniversities.com/universities/czech-technical-university-prague,Czech Republic,Prague,Europe,https://www.topuniversities.com/sites/default/files/czech-technical-university-in-prague_592560cf2aeae70239af4d3b_small.jpg,Public,Very High,6,3.006,L,2.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech University of Life Sciences in Prague,2020,801-1000,,https://www.topuniversities.com/universities/czech-university-life-sciences-prague,Czech Republic,,Europe,https://www.topuniversities.com/sites/default/files/czech-university-of-life-sciences-in-prague_592560e59988f300e2321abd_small.jpg,Public,Very High,16,3.113,L,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech University of Life Sciences in Prague,2021,801-1000,,https://www.topuniversities.com/universities/czech-university-life-sciences-prague,Czech Republic,,Europe,https://www.topuniversities.com/sites/default/files/czech-university-of-life-sciences-in-prague_592560e59988f300e2321abd_small.jpg,Public,Very High,16,3.113,L,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Czech University of Life Sciences in Prague,2022,801-1000,,https://www.topuniversities.com/universities/czech-university-life-sciences-prague,Czech Republic,,Europe,https://www.topuniversities.com/sites/default/files/czech-university-of-life-sciences-in-prague_592560e59988f300e2321abd_small.jpg,Public,Very High,16,3.113,L,932,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalhousie University,2017,283,37.6,https://www.topuniversities.com/universities/dalhousie-university,Canada,Halifax,North America,https://www.topuniversities.com/sites/default/files/dalhousie-university_151_small.jpg,Public,Very High,14,"4,483",L,"1,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalhousie University,2018,279,39.1,https://www.topuniversities.com/universities/dalhousie-university,Canada,Halifax,North America,https://www.topuniversities.com/sites/default/files/dalhousie-university_151_small.jpg,Public,Very High,14,"4,483",L,"1,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalhousie University,2019,279,35.7,https://www.topuniversities.com/universities/dalhousie-university,Canada,Halifax,North America,https://www.topuniversities.com/sites/default/files/dalhousie-university_151_small.jpg,Public,Very High,14,"4,483",L,"1,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalhousie University,2020,280,35.4,https://www.topuniversities.com/universities/dalhousie-university,Canada,Halifax,North America,https://www.topuniversities.com/sites/default/files/dalhousie-university_151_small.jpg,Public,Very High,14,"4,483",L,"1,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalhousie University,2021,291,34.6,https://www.topuniversities.com/universities/dalhousie-university,Canada,Halifax,North America,https://www.topuniversities.com/sites/default/files/dalhousie-university_151_small.jpg,Public,Very High,14,"4,483",L,"1,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalhousie University,2022,272,36.6,https://www.topuniversities.com/universities/dalhousie-university,Canada,Halifax,North America,https://www.topuniversities.com/sites/default/files/dalhousie-university_151_small.jpg,Public,Very High,14,"4,483",L,"1,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalian University of Technology,2017,481-490,,https://www.topuniversities.com/universities/dalian-university-technology,China (Mainland),Dalian,Asia,https://www.topuniversities.com/sites/default/files/dalian-university-of-technology_874_small.jpg,Public,Very High,14,1.128,XL,2.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalian University of Technology,2018,551-600,,https://www.topuniversities.com/universities/dalian-university-technology,China (Mainland),Dalian,Asia,https://www.topuniversities.com/sites/default/files/dalian-university-of-technology_874_small.jpg,Public,Very High,14,1.128,XL,2.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalian University of Technology,2019,571-580,,https://www.topuniversities.com/universities/dalian-university-technology,China (Mainland),Dalian,Asia,https://www.topuniversities.com/sites/default/files/dalian-university-of-technology_874_small.jpg,Public,Very High,14,1.128,XL,2.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalian University of Technology,2020,571-580,,https://www.topuniversities.com/universities/dalian-university-technology,China (Mainland),Dalian,Asia,https://www.topuniversities.com/sites/default/files/dalian-university-of-technology_874_small.jpg,Public,Very High,14,1.128,XL,2.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalian University of Technology,2021,591-600,,https://www.topuniversities.com/universities/dalian-university-technology,China (Mainland),Dalian,Asia,https://www.topuniversities.com/sites/default/files/dalian-university-of-technology_874_small.jpg,Public,Very High,14,1.128,XL,2.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dalian University of Technology,2022,571-580,,https://www.topuniversities.com/universities/dalian-university-technology,China (Mainland),Dalian,Asia,https://www.topuniversities.com/sites/default/files/dalian-university-of-technology_874_small.jpg,Public,Very High,14,1.128,XL,2.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damascus University,2021,1001,,https://www.topuniversities.com/universities/damascus-university,Syrian Arab Republic,Damascus,Asia,https://www.topuniversities.com/sites/default/files/damascus-university_592560cf2aeae70239af546d_small.jpg,Public,Medium,67,"2,184",XL,"2,597",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Damascus University,2022,1201,,https://www.topuniversities.com/universities/damascus-university,Syrian Arab Republic,Damascus,Asia,https://www.topuniversities.com/sites/default/files/damascus-university_592560cf2aeae70239af546d_small.jpg,Public,Medium,67,"2,184",XL,"2,597",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dankook University ,2017,701,,https://www.topuniversities.com/universities/dankook-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/dankook-university-_592560cf2aeae70239af4e9b_small.jpg,Private,High,8,1.122,L,2.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dankook University ,2018,701-750,,https://www.topuniversities.com/universities/dankook-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/dankook-university-_592560cf2aeae70239af4e9b_small.jpg,Private,High,8,1.122,L,2.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dankook University ,2019,701-750,,https://www.topuniversities.com/universities/dankook-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/dankook-university-_592560cf2aeae70239af4e9b_small.jpg,Private,High,8,1.122,L,2.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dankook University ,2020,701-750,,https://www.topuniversities.com/universities/dankook-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/dankook-university-_592560cf2aeae70239af4e9b_small.jpg,Private,High,8,1.122,L,2.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dankook University ,2021,751-800,,https://www.topuniversities.com/universities/dankook-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/dankook-university-_592560cf2aeae70239af4e9b_small.jpg,Private,High,8,1.122,L,2.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dankook University ,2022,751-800,,https://www.topuniversities.com/universities/dankook-university,South Korea,Seoul,Asia,https://www.topuniversities.com/sites/default/files/dankook-university-_592560cf2aeae70239af4e9b_small.jpg,Private,High,8,1.122,L,2.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dartmouth College,2017,158,53,https://www.topuniversities.com/universities/dartmouth-college,United States,Hanover,North America,https://www.topuniversities.com/sites/default/files/dartmouth-college_592560cf2aeae70239af4b1c_small.jpg,Private,Very High,8,997,M,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dartmouth College,2018,169,51.3,https://www.topuniversities.com/universities/dartmouth-college,United States,Hanover,North America,https://www.topuniversities.com/sites/default/files/dartmouth-college_592560cf2aeae70239af4b1c_small.jpg,Private,Very High,8,997,M,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dartmouth College,2019,183,45.8,https://www.topuniversities.com/universities/dartmouth-college,United States,Hanover,North America,https://www.topuniversities.com/sites/default/files/dartmouth-college_592560cf2aeae70239af4b1c_small.jpg,Private,Very High,8,997,M,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dartmouth College,2020,207,43.1,https://www.topuniversities.com/universities/dartmouth-college,United States,Hanover,North America,https://www.topuniversities.com/sites/default/files/dartmouth-college_592560cf2aeae70239af4b1c_small.jpg,Private,Very High,8,997,M,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dartmouth College,2021,203,42.6,https://www.topuniversities.com/universities/dartmouth-college,United States,Hanover,North America,https://www.topuniversities.com/sites/default/files/dartmouth-college_592560cf2aeae70239af4b1c_small.jpg,Private,Very High,8,997,M,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dartmouth College,2022,191,45.1,https://www.topuniversities.com/universities/dartmouth-college,United States,Hanover,North America,https://www.topuniversities.com/sites/default/files/dartmouth-college_592560cf2aeae70239af4b1c_small.jpg,Private,Very High,8,997,M,836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De La Salle University,2017,701,,https://www.topuniversities.com/universities/de-la-salle-university,Philippines,Manila,Asia,https://www.topuniversities.com/sites/default/files/de-la-salle-university_153_small.jpg,Private,High,15,356,L,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De La Salle University,2018,701-750,,https://www.topuniversities.com/universities/de-la-salle-university,Philippines,Manila,Asia,https://www.topuniversities.com/sites/default/files/de-la-salle-university_153_small.jpg,Private,High,15,356,L,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De La Salle University,2019,801-1000,,https://www.topuniversities.com/universities/de-la-salle-university,Philippines,Manila,Asia,https://www.topuniversities.com/sites/default/files/de-la-salle-university_153_small.jpg,Private,High,15,356,L,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De La Salle University,2020,801-1000,,https://www.topuniversities.com/universities/de-la-salle-university,Philippines,Manila,Asia,https://www.topuniversities.com/sites/default/files/de-la-salle-university_153_small.jpg,Private,High,15,356,L,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De La Salle University,2021,801-1000,,https://www.topuniversities.com/universities/de-la-salle-university,Philippines,Manila,Asia,https://www.topuniversities.com/sites/default/files/de-la-salle-university_153_small.jpg,Private,High,15,356,L,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De La Salle University,2022,801-1000,,https://www.topuniversities.com/universities/de-la-salle-university,Philippines,Manila,Asia,https://www.topuniversities.com/sites/default/files/de-la-salle-university_153_small.jpg,Private,High,15,356,L,788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De Montfort University,2020,801-1000,,https://www.topuniversities.com/universities/de-montfort-university,United Kingdom,Leicester,Europe,https://www.topuniversities.com/sites/default/files/de-montfort-university_592560cf2aeae70239af4d9f_small.jpg,Public,High,21,9.344,L,1.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De Montfort University,2021,801-1000,,https://www.topuniversities.com/universities/de-montfort-university,United Kingdom,Leicester,Europe,https://www.topuniversities.com/sites/default/files/de-montfort-university_592560cf2aeae70239af4d9f_small.jpg,Public,High,21,9.344,L,1.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
De Montfort University,2022,801-1000,,https://www.topuniversities.com/universities/de-montfort-university,United Kingdom,Leicester,Europe,https://www.topuniversities.com/sites/default/files/de-montfort-university_592560cf2aeae70239af4d9f_small.jpg,Public,High,21,9.344,L,1.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deakin University,2017,355,32.9,https://www.topuniversities.com/universities/deakin-university,Australia,Geelong,Oceania,https://www.topuniversities.com/sites/default/files/download-48x48.png,Public,Very High,23,"10,684",XL,"1,851",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deakin University,2018,293,37.9,https://www.topuniversities.com/universities/deakin-university,Australia,Geelong,Oceania,https://www.topuniversities.com/sites/default/files/download-48x48.png,Public,Very High,23,"10,684",XL,"1,851",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deakin University,2019,309,34,https://www.topuniversities.com/universities/deakin-university,Australia,Geelong,Oceania,https://www.topuniversities.com/sites/default/files/download-48x48.png,Public,Very High,23,"10,684",XL,"1,851",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deakin University,2020,271,36.1,https://www.topuniversities.com/universities/deakin-university,Australia,Geelong,Oceania,https://www.topuniversities.com/sites/default/files/download-48x48.png,Public,Very High,23,"10,684",XL,"1,851",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deakin University,2021,275,35.5,https://www.topuniversities.com/universities/deakin-university,Australia,Geelong,Oceania,https://www.topuniversities.com/sites/default/files/download-48x48.png,Public,Very High,23,"10,684",XL,"1,851",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deakin University,2022,283,36.1,https://www.topuniversities.com/universities/deakin-university,Australia,Geelong,Oceania,https://www.topuniversities.com/sites/default/files/download-48x48.png,Public,Very High,23,"10,684",XL,"1,851",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delft Univ of Technology,,,,,Netherlands,,,,,,,,,,Europe,Public,47,51,,88,70.4,,90.4,90.8,90.4,90.4,100,100,66.4,65.2,60.4,62.4,84.4,1842,26000,38,0,0,FALSE,49,184,QS Jun-2025 | THE Oct-2025 | ARWU Aug-2025
Delft University of Technology,2017,62,72.1,https://www.topuniversities.com/universities/delft-university-technology,Netherlands,Delft,Europe,https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg,Public,Very High,10,"6,104",L,"2,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delft University of Technology,2018,54,76.1,https://www.topuniversities.com/universities/delft-university-technology,Netherlands,Delft,Europe,https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg,Public,Very High,10,"6,104",L,"2,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delft University of Technology,2019,52,73.3,https://www.topuniversities.com/universities/delft-university-technology,Netherlands,Delft,Europe,https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg,Public,Very High,10,"6,104",L,"2,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delft University of Technology,2020,50,74.2,https://www.topuniversities.com/universities/delft-university-technology,Netherlands,Delft,Europe,https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg,Public,Very High,10,"6,104",L,"2,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delft University of Technology,2021,57,70.7,https://www.topuniversities.com/universities/delft-university-technology,Netherlands,Delft,Europe,https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg,Public,Very High,10,"6,104",L,"2,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delft University of Technology,2022,57,73.1,https://www.topuniversities.com/universities/delft-university-technology,Netherlands,Delft,Europe,https://www.topuniversities.com/sites/default/files/delft-university-of-technology_155_small.jpg,Public,Very High,10,"6,104",L,"2,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diponegoro University,2017,701,,https://www.topuniversities.com/universities/diponegoro-university,Indonesia,Semarang,Asia,https://www.topuniversities.com/sites/default/files/diponegoro-university_592560cf2aeae70239af4b23_small.jpg,Public,High,14,741,XL,"2,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diponegoro University,2018,801-1000,,https://www.topuniversities.com/universities/diponegoro-university,Indonesia,Semarang,Asia,https://www.topuniversities.com/sites/default/files/diponegoro-university_592560cf2aeae70239af4b23_small.jpg,Public,High,14,741,XL,"2,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diponegoro University,2019,801-1000,,https://www.topuniversities.com/universities/diponegoro-university,Indonesia,Semarang,Asia,https://www.topuniversities.com/sites/default/files/diponegoro-university_592560cf2aeae70239af4b23_small.jpg,Public,High,14,741,XL,"2,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diponegoro University,2020,801-1000,,https://www.topuniversities.com/universities/diponegoro-university,Indonesia,Semarang,Asia,https://www.topuniversities.com/sites/default/files/diponegoro-university_592560cf2aeae70239af4b23_small.jpg,Public,High,14,741,XL,"2,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diponegoro University,2021,1001,,https://www.topuniversities.com/universities/diponegoro-university,Indonesia,Semarang,Asia,https://www.topuniversities.com/sites/default/files/diponegoro-university_592560cf2aeae70239af4b23_small.jpg,Public,High,14,741,XL,"2,852",,,,,,,,,,,,,,,,,,,,,,,,,,,,
