country_name,country_iso3code,year,indicator_value
Albania,ALB,2008,95.9400024414062
Albania,ALB,2001,98.7099990844727
Algeria,DZA,2008,75.1399993896484
Algeria,DZA,2006,72.6500015258789
Algeria,DZA,2002,69.870002746582
Algeria,DZA,1987,49.6300010681152
American Samoa,ASM,1980,97.3399963378906
Angola,AGO,2023,68.1800003051758
Angola,AGO,2015,66.2399978637695
Angola,AGO,2014,66.0299987792969
Angola,AGO,2001,67.4100036621094
Antigua and Barbuda,ATG,2001,98.9499969482422
Argentina,ARG,2020,99.1399993896484
Argentina,ARG,2001,97.1900024414062
Argentina,ARG,1991,96.0400009155273
Argentina,ARG,1980,93.9100036621094
Armenia,ARM,2023,99.8399963378906
Armenia,ARM,2022,99.8199996948242
Armenia,ARM,2020,99.7900009155273
Armenia,ARM,2019,100
Armenia,ARM,2018,100
Armenia,ARM,2017,99.7399978637695
Armenia,ARM,2016,99.7399978637695
Armenia,ARM,2011,99.7399978637695
Armenia,ARM,2001,99.4000015258789
Armenia,ARM,1989,98.75
Aruba,ABW,2010,96.8199996948242
Aruba,ABW,2000,97.2900009155273
Azerbaijan,AZE,2023,99.7799987792969
Azerbaijan,AZE,2019,99.8000030517578
Azerbaijan,AZE,2017,99.7900009155273
Azerbaijan,AZE,2016,99.7900009155273
Azerbaijan,AZE,2015,99.7900009155273
Azerbaijan,AZE,2014,99.7900009155273
Azerbaijan,AZE,2013,99.7900009155273
Azerbaijan,AZE,2012,99.7799987792969
Azerbaijan,AZE,2011,99.7799987792969
Azerbaijan,AZE,2010,99.7699966430664
Azerbaijan,AZE,2009,99.7600021362305
Azerbaijan,AZE,2007,99.5899963378906
Azerbaijan,AZE,1999,98.7900009155273
Bahrain,BHR,2024,97.8199996948242
Bahrain,BHR,2023,97.8499984741211
Bahrain,BHR,2022,97.870002746582
Bahrain,BHR,2001,86.5500030517578
Bahrain,BHR,1991,84.0100021362305
Bahrain,BHR,1981,69.75
Bangladesh,BGD,2022,79
Bangladesh,BGD,2021,76.3600006103516
Bangladesh,BGD,2020,74.9100036621094
Bangladesh,BGD,2019,74.6800003051758
Bangladesh,BGD,2018,73.9100036621094
Bangladesh,BGD,2017,72.8899993896484
Bangladesh,BGD,2016,72.7600021362305
Bangladesh,BGD,2015,65.1399993896484
Bangladesh,BGD,2014,61.0900001525879
Bangladesh,BGD,2013,61.0200004577637
Bangladesh,BGD,2012,57.8600006103516
Bangladesh,BGD,2011,58.7700004577637
Bangladesh,BGD,2001,47.4900016784668
Bangladesh,BGD,1991,35.3199996948242
Bangladesh,BGD,1981,29.2299995422363
Barbados,BRB,1970,99.2699966430664
Belarus,BLR,2019,99.870002746582
Belarus,BLR,2009,99.620002746582
Belarus,BLR,1999,99.5899963378906
Belarus,BLR,1989,97.879997253418
Belize,BLZ,2022,87.879997253418
Belize,BLZ,2015,90.9199981689453
Belize,BLZ,2000,76.9000015258789
Belize,BLZ,1991,70.3000030517578
Benin,BEN,2022,51.3800010681152
Benin,BEN,2021,43.8300018310547
Benin,BEN,2019,49
Benin,BEN,2017,38.8699989318848
Benin,BEN,2013,45.0800018310547
Benin,BEN,2011,44.6881229256471
Benin,BEN,2002,34.6599998474121
Benin,BEN,1992,27.25
Benin,BEN,1979,16.4799995422363
Bhutan,BTN,2022,64.9100036621094
Bhutan,BTN,2017,66.5599975585938
Bhutan,BTN,2012,55.3199996948242
Bhutan,BTN,2005,52.810001373291
Bolivia,BOL,2024,96.7300033569336
Bolivia,BOL,2023,95.5500030517578
Bolivia,BOL,2020,93.8499984741211
Bolivia,BOL,2015,92.4599990844727
Bolivia,BOL,2012,94.4599990844727
Bolivia,BOL,2011,92.2300033569336
Bolivia,BOL,2009,91.1699981689453
Bolivia,BOL,2008,90.6999969482422
Bolivia,BOL,2007,90.2900009155273
Bolivia,BOL,2001,86.7200012207031
Bolivia,BOL,1992,79.9899978637695
Bolivia,BOL,1976,63.2099990844727
Bosnia and Herzegovina,BIH,2013,96.9899978637695
Bosnia and Herzegovina,BIH,2000,96.6600036621094
Bosnia and Herzegovina,BIH,1991,89.0599975585938
Botswana,BWA,2003,81.1900024414062
Botswana,BWA,1991,68.5800018310547
Brazil,BRA,2024,94.7399978637695
Brazil,BRA,2023,94.5725490635077
Brazil,BRA,2022,94.376866160108
Brazil,BRA,2021,94.7726170886975
Brazil,BRA,2020,94.7444114331042
Brazil,BRA,2019,93.8926266999537
Brazil,BRA,2018,93.2300033569336
Brazil,BRA,2017,93.0800018310547
Brazil,BRA,2016,92.8099975585938
Brazil,BRA,2015,92.0500030517578
Brazil,BRA,2014,91.7300033569336
Brazil,BRA,2013,91.4800033569336
Brazil,BRA,2012,91.3399963378906
Brazil,BRA,2011,91.4100036621094
Brazil,BRA,2010,90.379997253418
Brazil,BRA,2009,90.3000030517578
Brazil,BRA,2008,90.0400009155273
Brazil,BRA,2007,90.0100021362305
Brazil,BRA,2006,89.620002746582
Brazil,BRA,2004,88.620002746582
Brazil,BRA,2000,86.370002746582
Brazil,BRA,1980,74.5899963378906
Brunei Darussalam,BRN,2011,96.0899963378906
Brunei Darussalam,BRN,2001,92.6699981689453
Brunei Darussalam,BRN,1991,87.8000030517578
Brunei Darussalam,BRN,1981,77.7399978637695
Bulgaria,BGR,2011,98.3499984741211
Bulgaria,BGR,2001,98.1999969482422
Burkina Faso,BFA,2023,41.5670909952631
Burkina Faso,BFA,2022,40.9199981689453
Burkina Faso,BFA,2021,36.9700012207031
Burkina Faso,BFA,2019,29.6599998474121
Burkina Faso,BFA,2018,39.3499984741211
Burkina Faso,BFA,2014,34.5999984741211
Burkina Faso,BFA,2007,27.8799991607666
Burkina Faso,BFA,2006,22.4699993133545
Burkina Faso,BFA,2005,23.5200004577637
Burkina Faso,BFA,2003,21.8199996948242
Burkina Faso,BFA,1996,12.8500003814697
Burkina Faso,BFA,1991,13.5699996948242
Burkina Faso,BFA,1975,8.82999992370605
Burundi,BDI,2020,71.3374789737041
Burundi,BDI,2017,68.379997253418
Burundi,BDI,2016,65.6900024414062
Burundi,BDI,2014,61.2900009155273
Burundi,BDI,2008,48.0800018310547
Burundi,BDI,2000,59.2999992370605
Burundi,BDI,1990,37.3800010681152
Burundi,BDI,1979,22.5100002288818
Cabo Verde,CPV,2024,88.4700012207031
Cabo Verde,CPV,2015,86.7900009155273
Cabo Verde,CPV,2012,85.3300018310547
Cabo Verde,CPV,2009,82.2189574366152
Cabo Verde,CPV,1990,62.7999992370605
Cambodia,KHM,2021,71.9300003051758
Cambodia,KHM,2020,82.5510430822563
Cambodia,KHM,2019,87.6600036621094
Cambodia,KHM,2015,80.5299987792969
Cambodia,KHM,2014,78.0599975585938
Cambodia,KHM,2013,79.6500015258789
Cambodia,KHM,2009,76.1399993896484
Cambodia,KHM,2008,76.870002746582
Cambodia,KHM,2004,73.6100006103516
Cambodia,KHM,1998,67.3399963378906
Cameroon,CMR,2018,72.5500030517578
Cameroon,CMR,2010,71.1900024414062
Cameroon,CMR,2007,70.6800003051758
Cameroon,CMR,2000,68.4100036621094
Cameroon,CMR,1976,41.2200012207031
Cayman Islands,CYM,2017,98.870002746582
Cayman Islands,CYM,2007,98.870002746582
Central African Republic,CAF,2019,42.439998626709
Central African Republic,CAF,2000,50.6500015258789
Central African Republic,CAF,1988,33.6199989318848
Central African Republic,CAF,1975,18.2399997711182
Chad,TCD,2019,30.6299991607666
Chad,TCD,2016,22.3099994659424
Chad,TCD,2004,28.3799991607666
Chad,TCD,2000,25.6499996185303
Chad,TCD,1993,10.8900003433228
Chile,CHL,2017,96.4000015258789
Chile,CHL,2015,96.870002746582
Chile,CHL,2013,96.2699966430664
Chile,CHL,2011,96.6999969482422
Chile,CHL,2002,95.7200012207031
Chile,CHL,1992,94.2900009155273
Chile,CHL,1982,91.129997253418
China,CHN,2020,96.7399978637695
China,CHN,2010,95.120002746582
China,CHN,2000,90.9199981689453
China,CHN,1990,77.7900009155273
China,CHN,1982,65.5100021362305
Colombia,COL,2024,95.3399963378906
Colombia,COL,2023,95.4566254983696
Colombia,COL,2022,95.31030793119
Colombia,COL,2021,95.6606500324449
Colombia,COL,2020,95.6399993896484
Colombia,COL,2019,95.25
Colombia,COL,2018,95.0899963378906
Colombia,COL,2017,94.8873885601748
Colombia,COL,2016,94.6500015258789
Colombia,COL,2015,94.25
Colombia,COL,2014,94.1900024414062
Colombia,COL,2011,93.5800018310547
Colombia,COL,2010,93.370002746582
Colombia,COL,2009,93.2399978637695
Colombia,COL,2008,93.379997253418
Colombia,COL,2007,92.6500015258789
Colombia,COL,2006,92.3000030517578
Colombia,COL,2005,92.8499984741211
Colombia,COL,2004,92.8000030517578
Colombia,COL,1996,91.2099990844727
Colombia,COL,1993,91.0599975585938
Comoros,COM,2021,75.6201980162165
Comoros,COM,2014,73.6494960644007
Comoros,COM,2000,68.25
Comoros,COM,1980,47.9199981689453
"Congo, Dem. Rep.",COD,2023,68.5
"Congo, Dem. Rep.",COD,2020,65.6828744335957
"Congo, Dem. Rep.",COD,2018,73.5500030517578
"Congo, Dem. Rep.",COD,2016,77.0400009155273
"Congo, Dem. Rep.",COD,2012,75.0199966430664
"Congo, Dem. Rep.",COD,2001,67.1699981689453
"Congo, Rep.",COG,2005,76.1100006103516
"Congo, Rep.",COG,1984,59.6199989318848
Costa Rica,CRI,2011,97.4100036621094
Costa Rica,CRI,2000,94.870002746582
Costa Rica,CRI,1984,92.629997253418
Cote d'Ivoire,CIV,2021,50
Cote d'Ivoire,CIV,2019,56.9592400560829
Cote d'Ivoire,CIV,2016,50.0400009155273
Cote d'Ivoire,CIV,2014,43.9099998474121
Cote d'Ivoire,CIV,2000,48.7400016784668
Cote d'Ivoire,CIV,1998,36.3499984741211
Cote d'Ivoire,CIV,1988,34.1399993896484
Croatia,HRV,2001,98.1500015258789
Croatia,HRV,1991,96.6999969482422
Cuba,CUB,2019,97.6500015258789
Cuba,CUB,2012,99.6699981689453
Cuba,CUB,2002,99.8000030517578
Cuba,CUB,1981,97.8499984741211
Cyprus,CYP,2011,98.6800003051758
Cyprus,CYP,2001,96.8000030517578
Cyprus,CYP,1992,94.3600006103516
Dominican Republic,DOM,2024,94.0299987792969
Dominican Republic,DOM,2023,94.3123758236054
Dominican Republic,DOM,2022,93.7022375646963
Dominican Republic,DOM,2021,93.7309714425844
Dominican Republic,DOM,2020,93.6926372060753
Dominican Republic,DOM,2019,93.6726916249429
Dominican Republic,DOM,2018,93.4360584896058
Dominican Republic,DOM,2017,93.2332153385684
Dominican Republic,DOM,2016,93.7799987792969
Dominican Republic,DOM,2015,91.9899978637695
Dominican Republic,DOM,2014,91.7600021362305
Dominican Republic,DOM,2013,90.8600006103516
Dominican Republic,DOM,2012,90.1600036621094
Dominican Republic,DOM,2011,90.1100006103516
Dominican Republic,DOM,2010,89.5400009155273
Dominican Republic,DOM,2007,88.2399978637695
Dominican Republic,DOM,2002,87
Dominican Republic,DOM,1981,73.0599975585938
Ecuador,ECU,2024,93.4899978637695
Ecuador,ECU,2022,96.2600021362305
Ecuador,ECU,2021,94.4800033569336
Ecuador,ECU,2020,93.629997253418
Ecuador,ECU,2017,92.8300018310547
Ecuador,ECU,2016,94.3499984741211
Ecuador,ECU,2015,94.4599990844727
Ecuador,ECU,2014,94.2200012207031
Ecuador,ECU,2013,93.2900009155273
Ecuador,ECU,2012,92.0599975585938
Ecuador,ECU,2011,91.5899963378906
Ecuador,ECU,2010,91.8499984741211
Ecuador,ECU,2009,92.25
Ecuador,ECU,2008,92.3899993896484
Ecuador,ECU,2007,92.0999984741211
Ecuador,ECU,2001,90.9800033569336
Ecuador,ECU,1990,88.3000030517578
Ecuador,ECU,1982,83.5500030517578
"Egypt, Arab Rep.",EGY,2022,79.4531619498685
"Egypt, Arab Rep.",EGY,2021,82.0803858167894
"Egypt, Arab Rep.",EGY,2017,71.1699981689453
"Egypt, Arab Rep.",EGY,2013,72.4400024414062
"Egypt, Arab Rep.",EGY,2012,73.870002746582
"Egypt, Arab Rep.",EGY,2010,72.0500030517578
"Egypt, Arab Rep.",EGY,2006,66.370002746582
"Egypt, Arab Rep.",EGY,2005,67.3300018310547
"Egypt, Arab Rep.",EGY,1996,55.5900001525879
"Egypt, Arab Rep.",EGY,1986,44.4199981689453
"Egypt, Arab Rep.",EGY,1976,38.2000007629395
El Salvador,SLV,2024,89.7699966430664
El Salvador,SLV,2023,89.8499984741211
El Salvador,SLV,2022,89.3537151570456
El Salvador,SLV,2021,89.0586486323527
El Salvador,SLV,2020,89.9800033569336
El Salvador,SLV,2019,89.1399993896484
El Salvador,SLV,2018,89.0100021362305
El Salvador,SLV,2017,88.4800033569336
El Salvador,SLV,2016,88.1399993896484
El Salvador,SLV,2015,87.9700012207031
El Salvador,SLV,2014,87.4125334516516
El Salvador,SLV,2013,86.7699966430664
El Salvador,SLV,2012,85.4624559924635
El Salvador,SLV,2011,85.4899978637695
El Salvador,SLV,2010,84.4899978637695
El Salvador,SLV,2009,84.0999984741211
El Salvador,SLV,2008,83.9499969482422
El Salvador,SLV,2007,82.0299987792969
El Salvador,SLV,2006,83.5599975585938
El Salvador,SLV,1992,74.1399993896484
Equatorial Guinea,GNQ,2000,88.3099975585938
Eritrea,ERI,2008,64.6600036621094
Eritrea,ERI,2002,52.5099983215332
Estonia,EST,2011,99.8899993896484
Estonia,EST,2000,99.7699966430664
Estonia,EST,1989,99.7300033569336
Eswatini,SWZ,2022,90.75
Eswatini,SWZ,2000,81.6600036621094
Eswatini,SWZ,1986,67.2399978637695
Eswatini,SWZ,1976,55.3300018310547
Ethiopia,ETH,2022,60.4599990844727
Ethiopia,ETH,2021,54.8853699463392
Ethiopia,ETH,2019,55.0499992370605
Ethiopia,ETH,2016,47.4900016784668
Ethiopia,ETH,2013,48.3549726348554
Ethiopia,ETH,2007,39
Ethiopia,ETH,2004,35.9000015258789
Ethiopia,ETH,1994,27.0100002288818
Gabon,GAB,2021,88.8600006103516
Gabon,GAB,1993,72.2300033569336
"Gambia, The",GMB,2021,51.6399993896484
"Gambia, The",GMB,2018,53.1599998474121
"Gambia, The",GMB,2015,50.7799987792969
"Gambia, The",GMB,2000,36.8199996948242
Georgia,GEO,2024,99.6800003051758
Georgia,GEO,2023,99.5599975585938
Georgia,GEO,2022,99.5699996948242
Georgia,GEO,2021,99.9180842054209
Georgia,GEO,2020,99.8930662080586
Georgia,GEO,2019,99.8757151699707
Georgia,GEO,2018,99.6500015258789
Georgia,GEO,2017,99.3600006103516
Georgia,GEO,2014,99.5899963378906
Georgia,GEO,2002,99.6500015258789
Ghana,GHA,2021,76.4899978637695
Ghana,GHA,2017,64.4899978637695
Ghana,GHA,2015,60.1981035367761
Ghana,GHA,2010,71.5
Ghana,GHA,2000,57.9000015258789
Greece,GRC,2009,93.9100036621094
Greece,GRC,2001,95.9899978637695
Greece,GRC,1991,92.6100006103516
Greece,GRC,1981,90.5100021362305
Grenada,GRD,1970,97.7900009155273
Guam,GUM,1990,99.370002746582
Guam,GUM,1980,96.4199981689453
Guatemala,GTM,2024,82.1100006103516
Guatemala,GTM,2023,83.0195796057608
Guatemala,GTM,2022,83.0299987792969
Guatemala,GTM,2018,80.8099975585938
Guatemala,GTM,2015,80.1999969482422
Guatemala,GTM,2014,81.2900009155273
Guatemala,GTM,2013,77.0400009155273
Guatemala,GTM,2012,78.2600021362305
Guatemala,GTM,2002,69.0999984741211
Guatemala,GTM,1994,64.2099990844727
Guinea,GIN,2018,39.6199989318848
Guinea,GIN,2014,32
Guinea,GIN,2010,25.3099994659424
Guinea,GIN,2003,29.7000007629394
Guinea,GIN,1996,20.5499992370606
Guinea-Bissau,GNB,2022,63.9300003051758
Guinea-Bissau,GNB,2019,54.8800010681152
Guinea-Bissau,GNB,2000,41.3600006103516
Guinea-Bissau,GNB,1979,19.9599990844727
Guyana,GUY,2020,85.6399993896484
Haiti,HTI,2017,68.0100021362305
Haiti,HTI,2012,73.953334886651
Haiti,HTI,2003,58.7400016784668
Haiti,HTI,1982,34.7299995422363
Honduras,HND,2024,88.25
Honduras,HND,2023,87.0899963378906
Honduras,HND,2022,88.2192789618317
Honduras,HND,2019,88.5100021362305
Honduras,HND,2018,87.2099990844727
Honduras,HND,2016,88.9899978637695
Honduras,HND,2015,87.9100036621094
Honduras,HND,2014,87.1999969482422
Honduras,HND,2013,85.4599990844727
Honduras,HND,2012,85.3600006103516
Honduras,HND,2011,85.120002746582
Honduras,HND,2010,84.7600021362305
Honduras,HND,2007,83.5899963378906
Honduras,HND,2001,80.0100021362305
Hungary,HUN,1980,98.8600006103516
India,IND,2024,78.1625330351403
India,IND,2023,81.6999969482422
India,IND,2022,76.3199996948242
India,IND,2021,76.0596617430205
India,IND,2020,75.5270629470344
India,IND,2019,74.8938629973395
India,IND,2018,73.6883524760717
India,IND,2012,69.8279300354369
India,IND,2011,69.3000030517578
India,IND,2010,68.325817300837
India,IND,2006,62.75
India,IND,2001,61.0099983215332
India,IND,1991,48.2200012207031
India,IND,1981,40.7599983215332
Indonesia,IDN,2020,96
Indonesia,IDN,2018,95.6600036621094
Indonesia,IDN,2016,95.379997253418
Indonesia,IDN,2015,95.2200012207031
Indonesia,IDN,2014,95.120002746582
Indonesia,IDN,2011,92.8099975585938
Indonesia,IDN,2010,92.3199996948242
Indonesia,IDN,2009,92.5800018310547
Indonesia,IDN,2008,92.1900024414062
Indonesia,IDN,2006,91.9800033569336
Indonesia,IDN,2004,90.379997253418
Indonesia,IDN,1990,81.5199966430664
Indonesia,IDN,1980,67.3099975585938
"Iran, Islamic Rep.",IRN,2023,88.9168161136597
"Iran, Islamic Rep.",IRN,2022,88.5942297159365
"Iran, Islamic Rep.",IRN,2021,88.4555944977134
"Iran, Islamic Rep.",IRN,2020,87.9028264049083
"Iran, Islamic Rep.",IRN,2019,87.3788306734933
"Iran, Islamic Rep.",IRN,2018,86.8688350894209
"Iran, Islamic Rep.",IRN,2017,85.9467906933665
"Iran, Islamic Rep.",IRN,2016,85.5400009155273
"Iran, Islamic Rep.",IRN,2015,85.283432659187
"Iran, Islamic Rep.",IRN,2014,84.7099990844727
"Iran, Islamic Rep.",IRN,2013,84.629997253418
"Iran, Islamic Rep.",IRN,2012,83.629997253418
"Iran, Islamic Rep.",IRN,2011,83.5199966430664
"Iran, Islamic Rep.",IRN,2010,83.6646682357838
"Iran, Islamic Rep.",IRN,2009,83.222239914938
"Iran, Islamic Rep.",IRN,2008,82.9599990844727
"Iran, Islamic Rep.",IRN,2006,82.3300018310547
"Iran, Islamic Rep.",IRN,2005,82.4400024414062
"Iran, Islamic Rep.",IRN,2002,77
"Iran, Islamic Rep.",IRN,1996,73.0599975585938
"Iran, Islamic Rep.",IRN,1991,65.5299987792969
"Iran, Islamic Rep.",IRN,1986,52.3199996948242
"Iran, Islamic Rep.",IRN,1976,36.5200004577637
Iraq,IRQ,2021,84.0648941705243
Iraq,IRQ,2017,85.5999984741211
Iraq,IRQ,2016,83.3000030517578
Iraq,IRQ,2014,82.1999969482422
Iraq,IRQ,2012,77.1999969482422
Iraq,IRQ,2000,74.0500030517578
Israel,ISR,1983,91.75
Italy,ITA,2019,99.3499984741211
Italy,ITA,2011,98.8499984741211
Italy,ITA,2001,98.4199981689453
Italy,ITA,1981,96.4599990844727
Jamaica,JAM,1999,79.9199981689453
Jordan,JOR,2024,94.4400024414062
Jordan,JOR,2023,94.8499984741211
Jordan,JOR,2018,95.4300003051758
Jordan,JOR,2012,97.8899993896484
Jordan,JOR,2011,95.9000015258789
Jordan,JOR,2010,92.5500030517578
Jordan,JOR,2007,92.1999969482422
Jordan,JOR,2005,91.129997253418
Jordan,JOR,2003,89.8899993896484
Jordan,JOR,1979,66.8000030517578
Kazakhstan,KAZ,2009,99.7300033569336
Kazakhstan,KAZ,1999,99.5100021362305
Kazakhstan,KAZ,1989,97.5299987792969
Kenya,KEN,2000,82.2300033569336
Kiribati,KIR,2020,98.6079816424987
Kiribati,KIR,2018,97.9599990844727
"Korea, Dem. People's Rep.",PRK,2008,100
"Korea, Rep.",KOR,2008,97.9700012207031
Kuwait,KWT,2020,96.4599990844727
Kuwait,KWT,2018,96.0599975585938
Kuwait,KWT,2017,96.0400009155273
Kuwait,KWT,2015,95.6900024414062
Kuwait,KWT,2013,95.5899963378906
Kuwait,KWT,2012,95.5100021362305
Kuwait,KWT,2010,94.4700012207031
Kuwait,KWT,2008,93.9000015258789
Kuwait,KWT,2007,93.6600036621094
Kuwait,KWT,2006,93.2799987792969
Kuwait,KWT,2005,93.2699966430664
Kuwait,KWT,1995,78.4000015258789
Kuwait,KWT,1985,74.4899978637695
Kuwait,KWT,1980,67.5199966430664
Kuwait,KWT,1975,59.560001373291
Kyrgyz Republic,KGZ,2009,99.2399978637695
Kyrgyz Republic,KGZ,1999,98.6999969482422
Lao PDR,LAO,2023,75.6399993896484
Lao PDR,LAO,2017,73.7200012207031
Lao PDR,LAO,2015,84.6600036621094
Lao PDR,LAO,2005,72.6999969482422
Lao PDR,LAO,2001,68.7300033569336
Lao PDR,LAO,2000,69.5800018310547
Lao PDR,LAO,1995,60.25
Latvia,LVA,2011,99.9000015258789
Latvia,LVA,2000,99.75
Latvia,LVA,1989,99.4499969482422
Lebanon,LBN,2019,92.0099744752418
Lebanon,LBN,2018,92.6699981689453
Lebanon,LBN,2009,91.1800003051758
Lebanon,LBN,2007,89.6100006103516
Lesotho,LSO,2024,90.4499969482422
Lesotho,LSO,2019,92.3961659464955
Lesotho,LSO,2018,86.2399978637695
Lesotho,LSO,2016,97.2699966430664
Lesotho,LSO,2006,66.0999984741211
Lesotho,LSO,2000,86.25
Liberia,LBR,2010,59.4030316392756
Liberia,LBR,1984,32.1100006103516
Libya,LBY,1984,60.1599998474121
Lithuania,LTU,2011,99.8199996948242
Lithuania,LTU,2001,99.6500015258789
Lithuania,LTU,1989,98.4400024414062
"Macao SAR, China",MAC,2016,96.5400009155273
"Macao SAR, China",MAC,2011,95.6399993896484
"Macao SAR, China",MAC,2006,93.5
"Macao SAR, China",MAC,2001,91.3000030517578
"Macao SAR, China",MAC,1981,90.379997253418
Madagascar,MDG,2021,74.6900024414062
Madagascar,MDG,2018,76.6800003051758
Madagascar,MDG,2012,71.5699996948242
Madagascar,MDG,2000,70.6900024414062
Malawi,MWI,2020,70.1500015258789
Malawi,MWI,2018,76.7200012207031
Malawi,MWI,2017,72.8266778164735
Malawi,MWI,1998,64.129997253418
Malawi,MWI,1987,48.5400009155273
Malaysia,MYS,2022,95.7699966430664
Malaysia,MYS,2019,94.9700012207031
Malaysia,MYS,2018,94.8499984741211
Malaysia,MYS,2017,95.0800018310547
Malaysia,MYS,2016,94.879997253418
Malaysia,MYS,2010,93.120002746582
Malaysia,MYS,2000,88.6900024414062
Malaysia,MYS,1991,82.9199981689453
Malaysia,MYS,1980,69.5199966430664
Maldives,MDV,2019,98.2099990844727
Maldives,MDV,2017,94.5100021362305
Maldives,MDV,2016,97.7300033569336
Maldives,MDV,2014,98.6100006103516
Maldives,MDV,2006,98.4000015258789
Maldives,MDV,2000,96.3300018310547
Maldives,MDV,1995,96.3300018310547
Maldives,MDV,1990,96.0199966430664
Maldives,MDV,1985,92.2300033569336
Maldives,MDV,1977,82.3000030517578
Mali,MLI,2024,35.6300010681152
Mali,MLI,2018,35.4700012207031
Mali,MLI,2015,33.0699996948242
Mali,MLI,2011,30.6200008392334
Mali,MLI,2010,31.1000003814697
Mali,MLI,2006,26.1800003051758
Mali,MLI,2003,24
Mali,MLI,1998,19.0400009155273
Mali,MLI,1976,9.43000030517578
Malta,MLT,2011,93.3099975585938
Malta,MLT,2005,92.3600006103516
Malta,MLT,1995,87.870002746582
Malta,MLT,1985,86.9300003051758
Marshall Islands,MHL,2021,95.7629302411191
Marshall Islands,MHL,2019,98.1800003051758
Marshall Islands,MHL,2011,98.2699966430664
Mauritania,MRT,2020,59.5299987792969
Mauritania,MRT,2015,65.1100006103516
Mauritania,MRT,2013,62.0699996948242
Mauritania,MRT,2000,51.2099990844727
Mauritius,MUS,2023,94.2877776512134
Mauritius,MUS,2021,92.9800213334339
Mauritius,MUS,2016,93.1600036621094
Mauritius,MUS,2015,92.7099990844727
Mauritius,MUS,2014,92.4700012207031
Mauritius,MUS,2013,91.4899978637695
Mauritius,MUS,2012,91.7699966430664
Mauritius,MUS,2011,89.25
Mauritius,MUS,2000,84.3000030517578
Mauritius,MUS,1990,79.870002746582
Mexico,MEX,2024,95.5500030517578
Mexico,MEX,2023,95.8346901734281
Mexico,MEX,2022,95.120002746582
Mexico,MEX,2021,95.6890981310362
Mexico,MEX,2020,95.25
Mexico,MEX,2019,95.3889403219417
Mexico,MEX,2018,95.379997253418
Mexico,MEX,2017,94.9700012207031
Mexico,MEX,2016,94.8600006103516
Mexico,MEX,2015,94.4700012207031
Mexico,MEX,2014,94.5599975585938
Mexico,MEX,2013,93.9599990844727
Mexico,MEX,2012,94.2300033569336
Mexico,MEX,2011,93.5199966430664
Mexico,MEX,2010,93.0699996948242
Mexico,MEX,2009,93.4400024414062
Mexico,MEX,2008,92.9300003051758
Mexico,MEX,2007,92.8000030517578
Mexico,MEX,2006,91.7300033569336
Mexico,MEX,2005,91.629997253418
Mexico,MEX,2004,90.9499969482422
Mexico,MEX,2002,90.2699966430664
Mexico,MEX,2000,90.5400009155273
Mexico,MEX,1990,87.5599975585938
Mexico,MEX,1980,82.9899978637695
Moldova,MDA,2014,99.3600006103516
Moldova,MDA,2000,96.6500015258789
Moldova,MDA,1989,96.379997253418
Mongolia,MNG,2024,98.6399993896484
Mongolia,MNG,2023,98.6399993896484
Mongolia,MNG,2022,98.7300033569336
Mongolia,MNG,2021,99.2143568969301
Mongolia,MNG,2020,99.1800003051758
Mongolia,MNG,2019,98.4599990844727
Mongolia,MNG,2018,96.9000015258789
Mongolia,MNG,2010,98.2600021362305
Mongolia,MNG,2000,97.7699966430664
Montenegro,MNE,2018,98.5299987792969
Montenegro,MNE,2011,98.4400024414062
Montenegro,MNE,2003,97.7699966430664
Montenegro,MNE,1991,93.4599990844727
Montenegro,MNE,1981,89.6399993896484
Morocco,MAR,2014,64.2600021362305
Morocco,MAR,2012,69.1600036621094
Morocco,MAR,2011,67.0800018310547
Morocco,MAR,2009,56.0800018310547
Morocco,MAR,2008,55.1500015258789
Morocco,MAR,2004,52.310001373291
Morocco,MAR,1994,41.5900001525879
Morocco,MAR,1982,30.2600002288818
Mozambique,MOZ,2022,61.6653441678133
Mozambique,MOZ,2020,59.7799987792969
Mozambique,MOZ,2017,60.6599998474121
Mozambique,MOZ,2015,56.0400009155273
Mozambique,MOZ,2009,50.5800018310547
Mozambique,MOZ,2003,48.1599998474121
Mozambique,MOZ,1997,38.7099990844727
Mozambique,MOZ,1980,27
Myanmar,MMR,2020,93.527395549521
Myanmar,MMR,2019,89.0699996948242
Myanmar,MMR,2018,95.8142859113662
Myanmar,MMR,2016,84.7799987792969
Myanmar,MMR,2014,90.3600006103516
Myanmar,MMR,2000,89.9400024414062
Myanmar,MMR,1983,78.5699996948242
Namibia,NAM,2023,87.6399993896484
Namibia,NAM,2018,88.2832376600657
Namibia,NAM,2016,88.1304979203867
Namibia,NAM,2011,88.2699966430664
Namibia,NAM,2001,84.9400024414062
Namibia,NAM,1991,75.8199996948242
Naoero,NRU,2023,96.5899963378906
Naoero,NRU,2021,94.6337926033357
Nepal,NPL,2019,68.7099990844727
Nepal,NPL,2017,66.8653947551556
Nepal,NPL,2016,65.5
Nepal,NPL,2011,59.6300010681152
Nepal,NPL,2008,55.5600725155626
Nepal,NPL,2001,48.6100006103516
Nepal,NPL,1991,32.9799995422363
Nepal,NPL,1981,20.5699996948242
New Caledonia,NCL,1996,96.1399993896484
New Caledonia,NCL,1989,93.0800018310547
