university_id,university_name,country,alias,normalized_alias
U000479,Czech University of Life Sciences Prague (CZU),Czech Republic,Czech University of Life Sciences Prague,czech university of life sciences prague
U000479,Czech University of Life Sciences Prague (CZU),Czech Republic,Czech University of Life Sciences Prague (CZU),czech university of life sciences prague czu
U000480,D. Serikbayev East Kazakhstan state technical university,Kazakhstan,D. Serikbayev East Kazakhstan state technical university,d serikbayev east kazakhstan state technical university
U000481,D. Serikbayev East Kazakhstan Technical University,Kazakhstan,D. Serikbayev East Kazakhstan Technical University,d serikbayev east kazakhstan technical university
U000482,Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,Daegu Gyeongbuk Institute of Science and Technology,daegu gyeongbuk institute of science and technology
U000482,Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,Daegu Gyeongbuk Institute of Science and Technology (DGIST),daegu gyeongbuk institute of science and technology dgist
U000483,Daffodil International University,Bangladesh,Daffodil International University,daffodil international university
U000484,Daito Bunka University,Japan,Daito Bunka University,daito bunka university
U000485,Dalhousie University,Canada,Dalhousie University,dalhousie university
U000486,Dalian University of Technology,China (Mainland),Dalian University of Technology,dalian university of technology
U000487,Damanhour University,Egypt,Damanhour University,damanhour university
U000488,Damascus University,Syrian Arab Republic,Damascus University,damascus university
U000489,Damghan University,Iran,Damghan University,damghan university
U000490,Damietta University,Egypt,Damietta University,damietta university
U000491,Daneshpajoohan Pishro Higher Education Institute,Iran,Daneshpajoohan Pishro Higher Education Institute,daneshpajoohan pishro higher education institute
U000492,Dankook University ,South Korea,Dankook University,dankook university
U000493,Dartmouth College,United States,Dartmouth College,dartmouth college
U000494,Dawood University of Engineering and Technology,Pakistan,Dawood University of Engineering and Technology,dawood university of engineering and technology
U000495,De La Salle University,Philippines,De La Salle University,de la salle university
U000496,De Montfort University,United Kingdom,De Montfort University,de montfort university
U000497,Deakin University,Australia,Deakin University,deakin university
U000498,Debre Tabor University,Ethiopia,Debre Tabor University,debre tabor university
U000499,Del Rosario University,Colombia,Del Rosario University,del rosario university
U000500,Delft University of Technology,Netherlands,Delft University of Technology,delft university of technology
U000501,Delhi Technological University,India,Delhi Technological University,delhi technological university
U000502,"Delta State University, Abraka",Nigeria,Delta State University Abraka,delta state university abraka
U000502,"Delta State University, Abraka",Nigeria,"Delta State University, Abraka",delta state university abraka
U000503,Delta University for Science and Technology,Egypt,Delta University for Science and Technology,delta university for science and technology
U000504,Democritus University of Thrace,Greece,Democritus University of Thrace,democritus university of thrace
U000505,Denau Institute of Entrepreneurship and Pedagogy,Uzbekistan,Denau Institute of Entrepreneurship and Pedagogy,denau institute of entrepreneurship and pedagogy
U000506,Deraya University,Egypt,Deraya University,deraya university
U000507,Derzhavin Tambov State University,Russian Federation,Derzhavin Tambov State University,derzhavin tambov state university
U000508,DHA Suffa University,Pakistan,DHA Suffa University,dha suffa university
U000509,Dhaka International University,Bangladesh,Dhaka International University,dhaka international university
U000510,Dhofar University,Oman,Dhofar University,dhofar university
U000511,Dhonburi Rajabhat University,Thailand,Dhonburi Rajabhat University,dhonburi rajabhat university
U000512,Dicle University,Turkey,Dicle University,dicle university
U000513,Diego Portales University,Chile,Diego Portales University,diego portales university
U000514,Dijlah University,Iraq,Dijlah University,dijlah university
U000515,Diponegoro University,Indonesia,Diponegoro University,diponegoro university
U000516,Doğuş University,Turkey,Doğuş University,dou university
U000517,Dokkyo Medical University,Japan,Dokkyo Medical University,dokkyo medical university
U000518,Dokuz Eylül Üniversitesi,Turkey,Dokuz Eylül Üniversitesi,dokuz eyll niversitesi
U000519,Dokuz Eylül University,Turkey,Dokuz Eylül University,dokuz eyll university
U000520,Don Bosco University,India,Don Bosco University,don bosco university
U000521, Don State Technical University,Russia,Don State Technical University,don state technical university
U000522,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET),Ukraine,Donetsk National University of Economics and Trade named after Mykhailo Tuhan Baranovsky,donetsk national university of economics and trade named after mykhailo tuhan baranovsky
U000522,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET),Ukraine,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky,donetsk national university of economics and trade named after mykhailo tuhanbaranovsky
U000522,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET),Ukraine,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET),donetsk national university of economics and trade named after mykhailo tuhanbaranovsky donnuet
U000523,Dongguk University ,South Korea,Dongguk University,dongguk university
U000524,Donghua University,China (Mainland),Donghua University,donghua university
U000525,Doshisha University,Japan,Doshisha University,doshisha university
U000526,Dostoevsky Omsk State University,Russian Federation,Dostoevsky Omsk State University,dostoevsky omsk state university
U000527,Dovletmammet Azadi Turkmen National Institute of World Languages,Turkmenistan,Dovletmammet Azadi Turkmen National Institute of World Languages,dovletmammet azadi turkmen national institute of world languages
U000528,Dow University of Health Sciences,Pakistan,Dow University of Health Sciences,dow university of health sciences
U000529,Dr B.R. Ambedkar National Institute of Technology Jalandhar,India,Dr B.R. Ambedkar National Institute of Technology Jalandhar,dr br ambedkar national institute of technology jalandhar
U000530,"Dr D. Y. Patil Vidyapeeth, Pune",India,Dr D. Y. Patil Vidyapeeth Pune,dr d y patil vidyapeeth pune
U000530,"Dr D. Y. Patil Vidyapeeth, Pune",India,"Dr D. Y. Patil Vidyapeeth, Pune",dr d y patil vidyapeeth pune
U000531,Dr. M.G.R. Educational and Research Institute,India,Dr. M.G.R. Educational and Research Institute,dr mgr educational and research institute
U000532,Drexel University,United States,Drexel University,drexel university
U000533,Dublin City University,Ireland,Dublin City University,dublin city university
U000534,Duke University,United States,Duke University,duke university
U000535,Dulaty University,Kazakhstan,Dulaty University,dulaty university
U000536,Dumlupinar University,Turkey,Dumlupinar University,dumlupinar university
U000537,Dunarea de Jos University of Galati,Romania,Dunarea de Jos University of Galati,dunarea de jos university of galati
U000538,Durban University of Technology,South Africa,Durban University of Technology,durban university of technology
U000539,Durham University,United Kingdom,Durham University,durham university
U000540,Duy Tan University,Vietnam,Duy Tan University,duy tan university
U000541,Duzce University,Turkey,Duzce University,duzce university
U000542,EAE Business School,Spain,EAE Business School,eae business school
U000543,EAFIT University,Colombia,EAFIT University,eafit university
U000544,EAN University,Colombia,EAN University,ean university
U000545,East Carolina University,United States,East Carolina University,east carolina university
U000546,East China Normal University,China (Mainland),East China Normal University,east china normal university
U000547,East China University of Science and Technology,China (Mainland),East China University of Science and Technology,east china university of science and technology
U000548,East West University,Bangladesh,East West University,east west university
U000549,Eastern Mediterranean University,Northern Cyprus,Eastern Mediterranean University,eastern mediterranean university
U000550,Eberhard Karls Universität Tübingen,Germany,Eberhard Karls Universität Tübingen,eberhard karls universitt tbingen
U000551,Ebonyi State University,Nigeria,Ebonyi State University,ebonyi state university
U000552,EBS Business School,Germany,EBS Business School,ebs business school
U000553,École Centrale de Lyon,France,École Centrale de Lyon,cole centrale de lyon
U000554,École de Psychologues Praticiens,France,École de Psychologues Praticiens,cole de psychologues praticiens
U000555,École des Mines de Saint-Étienne,France,École des Mines de Saint Étienne,cole des mines de saint tienne
U000555,École des Mines de Saint-Étienne,France,École des Mines de Saint-Étienne,cole des mines de sainttienne
U000556,Ecole des Ponts ParisTech,France,Ecole des Ponts ParisTech,ecole des ponts paristech
U000557,École National Polytechnique de Constantine,Algeria,École National Polytechnique de Constantine,cole national polytechnique de constantine
U000558,École Nationale des Travaux Publics de l'État (ENTPE),France,École Nationale des Travaux Publics de l'État,cole nationale des travaux publics de ltat
U000558,École Nationale des Travaux Publics de l'État (ENTPE),France,École Nationale des Travaux Publics de l'État (ENTPE),cole nationale des travaux publics de ltat entpe
U000559,École Nationale Polytechnique,Algeria,École Nationale Polytechnique,cole nationale polytechnique
U000560,École Nationale Polytechnique d’Oran Maurice Audin,Algeria,École Nationale Polytechnique d’Oran Maurice Audin,cole nationale polytechnique doran maurice audin
U000561,École Nationale Supérieure Agronomique,Algeria,École Nationale Supérieure Agronomique,cole nationale suprieure agronomique
U000562,"École Nationale Supérieure Agronomique, Algiers",Algeria,École Nationale Supérieure Agronomique Algiers,cole nationale suprieure agronomique algiers
U000562,"École Nationale Supérieure Agronomique, Algiers",Algeria,"École Nationale Supérieure Agronomique, Algiers",cole nationale suprieure agronomique algiers
U000563,École Nationale Supérieure de Biotechnologie Taoufik Khaznadar (ENSB),Algeria,École Nationale Supérieure de Biotechnologie Taoufik Khaznadar,cole nationale suprieure de biotechnologie taoufik khaznadar
U000563,École Nationale Supérieure de Biotechnologie Taoufik Khaznadar (ENSB),Algeria,École Nationale Supérieure de Biotechnologie Taoufik Khaznadar (ENSB),cole nationale suprieure de biotechnologie taoufik khaznadar ensb
U000564,École Nationale Supérieure de Management Koléa,Algeria,École Nationale Supérieure de Management Koléa,cole nationale suprieure de management kola
U000565,École Nationale Supérieure des Sciences de la Mer et de l’Aménagement du Littoral (ENSSMAL),Algeria,École Nationale Supérieure des Sciences de la Mer et de l’Aménagement du Littoral,cole nationale suprieure des sciences de la mer et de lamnagement du littoral
U000565,École Nationale Supérieure des Sciences de la Mer et de l’Aménagement du Littoral (ENSSMAL),Algeria,École Nationale Supérieure des Sciences de la Mer et de l’Aménagement du Littoral (ENSSMAL),cole nationale suprieure des sciences de la mer et de lamnagement du littoral enssmal
U000566,École Nationale Supérieure d’Informatique (ESI),Algeria,École Nationale Supérieure d’Informatique,cole nationale suprieure dinformatique
U000566,École Nationale Supérieure d’Informatique (ESI),Algeria,École Nationale Supérieure d’Informatique (ESI),cole nationale suprieure dinformatique esi
U000567,École Nationale Supérieure Vétérinaire d’Alger,Algeria,École Nationale Supérieure Vétérinaire d’Alger,cole nationale suprieure vtrinaire dalger
U000568,École Normale Supérieure de Béchar,Algeria,École Normale Supérieure de Béchar,cole normale suprieure de bchar
U000569,École Normale Supérieure de Bouzaréah,Algeria,École Normale Supérieure de Bouzaréah,cole normale suprieure de bouzarah
U000570,École Normale Supérieure de Kouba,Algeria,École Normale Supérieure de Kouba,cole normale suprieure de kouba
U000571,École Normale Supérieure de Laghouat,Algeria,École Normale Supérieure de Laghouat,cole normale suprieure de laghouat
U000572,École Normale Supérieure de Lyon,France,École Normale Supérieure de Lyon,cole normale suprieure de lyon
U000573,École Normale Supérieure d’Oran,Algeria,École Normale Supérieure d’Oran,cole normale suprieure doran
U000574,École Normale Supérieure El Katiba Assia Djebar Constantine (ENSC),Algeria,École Normale Supérieure El Katiba Assia Djebar Constantine,cole normale suprieure el katiba assia djebar constantine
U000574,École Normale Supérieure El Katiba Assia Djebar Constantine (ENSC),Algeria,École Normale Supérieure El Katiba Assia Djebar Constantine (ENSC),cole normale suprieure el katiba assia djebar constantine ensc
U000575,"Ecole normale supérieure, Paris",France,Ecole normale supérieure Paris,ecole normale suprieure paris
U000575,"Ecole normale supérieure, Paris",France,"Ecole normale supérieure, Paris",ecole normale suprieure paris
U000576,École normale supérieure Paris-Saclay,France,École normale supérieure Paris Saclay,cole normale suprieure paris saclay
U000576,École normale supérieure Paris-Saclay,France,École normale supérieure Paris-Saclay,cole normale suprieure parissaclay
U000577,Ecole Polytechnique,France,Ecole Polytechnique,ecole polytechnique
U000578,École Polytechnique d’Architecture et d’Urbanisme,Algeria,École Polytechnique d’Architecture et d’Urbanisme,cole polytechnique darchitecture et durbanisme
U000579,École Polytechnique Fédérale de Lausanne,Switzerland,École Polytechnique Fédérale de Lausanne,cole polytechnique fdrale de lausanne
U000580,École Supérieure de Comptabilité et de Finances de Constantine,Algeria,École Supérieure de Comptabilité et de Finances de Constantine,cole suprieure de comptabilit et de finances de constantine
U000581,École Supérieure en Informatique 8 Mai 1945 de Sidi-Bel-Abbès,Algeria,École Supérieure en Informatique 8 Mai 1945 de Sidi Bel Abbès,cole suprieure en informatique 8 mai 1945 de sidi bel abbs
U000581,École Supérieure en Informatique 8 Mai 1945 de Sidi-Bel-Abbès,Algeria,École Supérieure en Informatique 8 Mai 1945 de Sidi-Bel-Abbès,cole suprieure en informatique 8 mai 1945 de sidibelabbs
U000582,École Supérieure en Sciences Appliquées de Tlemcen,Algeria,École Supérieure en Sciences Appliquées de Tlemcen,cole suprieure en sciences appliques de tlemcen
U000583,École Supérieure en Sciences Biologiques d’Oran (ESSBO),Algeria,École Supérieure en Sciences Biologiques d’Oran,cole suprieure en sciences biologiques doran
U000583,École Supérieure en Sciences Biologiques d’Oran (ESSBO),Algeria,École Supérieure en Sciences Biologiques d’Oran (ESSBO),cole suprieure en sciences biologiques doran essbo
U000584,École Supérieure en Sciences et Technologies de l’Informatique et du Numérique (ESTIN),Algeria,École Supérieure en Sciences et Technologies de l’Informatique et du Numérique,cole suprieure en sciences et technologies de linformatique et du numrique
U000584,École Supérieure en Sciences et Technologies de l’Informatique et du Numérique (ESTIN),Algeria,École Supérieure en Sciences et Technologies de l’Informatique et du Numérique (ESTIN),cole suprieure en sciences et technologies de linformatique et du numrique estin
U000585,Edge Hill University,United Kingdom,Edge Hill University,edge hill university
U000586,Edinburgh Napier University,United Kingdom,Edinburgh Napier University,edinburgh napier university
U000587,Edith Cowan University ,Australia,Edith Cowan University,edith cowan university
U000588,Edo State University Uzairue,Nigeria,Edo State University Uzairue,edo state university uzairue
U000589,Edwin Clark University,Nigeria,Edwin Clark University,edwin clark university
U000590,Effat University,Saudi Arabia,Effat University,effat university
U000591,EGE UNIVERSITY,Turkey,EGE UNIVERSITY,ege university
U000592,Egerton University,Kenya,Egerton University,egerton university
U000593,Egypt-Japan University of Science and Technology (E-JUST),Egypt,Egypt Japan University of Science and Technology,egypt japan university of science and technology
U000593,Egypt-Japan University of Science and Technology (E-JUST),Egypt,Egypt-Japan University of Science and Technology,egyptjapan university of science and technology
U000593,Egypt-Japan University of Science and Technology (E-JUST),Egypt,Egypt-Japan University of Science and Technology (E-JUST),egyptjapan university of science and technology ejust
U000594,Egyptian Russian University,Egypt,Egyptian Russian University,egyptian russian university
U000595,Ehime University,Japan,Ehime University,ehime university
U000596,Eindhoven University of Technology,Netherlands,Eindhoven University of Technology,eindhoven university of technology
U000597,El Bosque University,Colombia,El Bosque University,el bosque university
U000598,Elizade University,Nigeria,Elizade University,elizade university
U000599,Embry-Riddle Aeronautical University,United States,Embry Riddle Aeronautical University,embry riddle aeronautical university
U000599,Embry-Riddle Aeronautical University,United States,Embry-Riddle Aeronautical University,embryriddle aeronautical university
U000600,Emir Abdelkader University of Islamic Sciences,Algeria,Emir Abdelkader University of Islamic Sciences,emir abdelkader university of islamic sciences
U000601,Emory University,United States,Emory University,emory university
U000602,ENS Paris-Saclay,France,ENS Paris Saclay,ens paris saclay
U000602,ENS Paris-Saclay,France,ENS Paris-Saclay,ens parissaclay
U000603,ENSTA Bretagne,France,ENSTA Bretagne,ensta bretagne
U000604,Eötvös Loránd University,Hungary,Eötvös Loránd University,etvs lornd university
U000605,EPFL,Switzerland,EPFL,epfl
U000606,Erasmus University Rotterdam ,Netherlands,Erasmus University Rotterdam,erasmus university rotterdam
U000607,Erciyes Üniversitesi,Turkey,Erciyes Üniversitesi,erciyes niversitesi
U000608,Erciyes University,Turkey,Erciyes University,erciyes university
U000609,Erzincan Binali Yıldırım University,Turkey,Erzincan Binali Yıldırım University,erzincan binali yldrm university
U000610,Escola Superior de Enfermagem do Porto (ESEP),Portugal,Escola Superior de Enfermagem do Porto,escola superior de enfermagem do porto
U000610,Escola Superior de Enfermagem do Porto (ESEP),Portugal,Escola Superior de Enfermagem do Porto (ESEP),escola superior de enfermagem do porto esep
U000611,ESCP Business School - Paris,France,ESCP Business School - Paris,escp business school paris
U000611,ESCP Business School - Paris,France,ESCP Business School Paris,escp business school paris
U000612,Escuela Politécnica Nacional,Ecuador,Escuela Politécnica Nacional,escuela politcnica nacional
U000613,Escuela Superior Politécnica de Chimborazo,Ecuador,Escuela Superior Politécnica de Chimborazo,escuela superior politcnica de chimborazo
U000614,Escuela Superior Politécnica del Litoral (ESPOL),Ecuador,Escuela Superior Politécnica del Litoral,escuela superior politcnica del litoral
U000614,Escuela Superior Politécnica del Litoral (ESPOL),Ecuador,Escuela Superior Politécnica del Litoral (ESPOL),escuela superior politcnica del litoral espol
U000615,ESIC,Spain,ESIC,esic
U000616,ESIC University,Spain,ESIC University,esic university
U000617,Eskişehir Osmangazi University,Turkey,Eskişehir Osmangazi University,eskiehir osmangazi university
U000618,Eskişehir Technical University,Turkey,Eskişehir Technical University,eskiehir technical university
U000619,ESSEC Business School,France,ESSEC Business School,essec business school
U000620,"Essex, University of",United Kingdom,Essex University of,essex university of
U000620,"Essex, University of",United Kingdom,"Essex, University of",essex university of
U000621,Estonian Academy of Arts,Estonia,Estonian Academy of Arts,estonian academy of arts
U000622,Estonian University of Life Sciences,Estonia,Estonian University of Life Sciences,estonian university of life sciences
U000623,ETH Zurich,Switzerland,ETH Zurich,eth zurich
U000624,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,ETH Zurich - Swiss Federal Institute of Technology,eth zurich swiss federal institute of technology
U000624,ETH Zurich - Swiss Federal Institute of Technology,Switzerland,ETH Zurich Swiss Federal Institute of Technology,eth zurich swiss federal institute of technology
U000625,European University,Georgia,European University,european university
U000626,European University Cyprus,Cyprus,European University Cyprus,european university cyprus
U000627,European University of Armenia,Armenia,European University of Armenia,european university of armenia
U000628,European University of Madrid,Spain,European University of Madrid,european university of madrid
U000629,European University of Tunis,Tunisia,European University of Tunis,european university of tunis
U000630,European University of Valencia,Spain,European University of Valencia,european university of valencia
U000631,"Evangel University, Akaeze",Nigeria,Evangel University Akaeze,evangel university akaeze
U000631,"Evangel University, Akaeze",Nigeria,"Evangel University, Akaeze",evangel university akaeze
U000632,Ewha Womans University,South Korea,Ewha Womans University,ewha womans university
U000633,Externado University of Colombia,Colombia,Externado University of Colombia,externado university of colombia
U000634,Falmouth University,United Kingdom,Falmouth University,falmouth university
U000635,Far Eastern Federal University,Russia,Far Eastern Federal University,far eastern federal university
U000636,Fayoum University,Egypt,Fayoum University,fayoum university
U000637,Federal Rural University of Pernambuco,Brazil,Federal Rural University of Pernambuco,federal rural university of pernambuco
U000638,Federal University Gashua,Nigeria,Federal University Gashua,federal university gashua
U000639,"Federal University of Agriculture, Abeokuta",Nigeria,Federal University of Agriculture Abeokuta,federal university of agriculture abeokuta
U000639,"Federal University of Agriculture, Abeokuta",Nigeria,"Federal University of Agriculture, Abeokuta",federal university of agriculture abeokuta
U000640,Federal University of Alagoas,Brazil,Federal University of Alagoas,federal university of alagoas
U000641,Federal University of Espírito Santo,Brazil,Federal University of Espírito Santo,federal university of esprito santo
U000642,Federal University of Goiás,Brazil,Federal University of Goiás,federal university of gois
U000643,Federal University of Itajubá,Brazil,Federal University of Itajubá,federal university of itajub
U000644,Federal University of Kashere,Nigeria,Federal University of Kashere,federal university of kashere
U000645,Federal University of Lafia,Nigeria,Federal University of Lafia,federal university of lafia
U000646,Federal University of Latin American Integration (UNILA),Brazil,Federal University of Latin American Integration,federal university of latin american integration
U000646,Federal University of Latin American Integration (UNILA),Brazil,Federal University of Latin American Integration (UNILA),federal university of latin american integration unila
U000647,Federal University of Lavras,Brazil,Federal University of Lavras,federal university of lavras
U000648,Federal University of Mato Grosso do Sul,Brazil,Federal University of Mato Grosso do Sul,federal university of mato grosso do sul
U000649,Federal University of Minas Gerais,Brazil,Federal University of Minas Gerais,federal university of minas gerais
U000650,Federal University of Pará,Brazil,Federal University of Pará,federal university of par
U000651,Federal University of Paraí­ba (UFPB),Brazil,Federal University of Paraí­ba,federal university of paraba
U000651,Federal University of Paraí­ba (UFPB),Brazil,Federal University of Paraí­ba (UFPB),federal university of paraba ufpb
U000652,Federal University of Pelotas,Brazil,Federal University of Pelotas,federal university of pelotas
U000653,Federal University of Pernambuco,Brazil,Federal University of Pernambuco,federal university of pernambuco
U000654,"Federal University of Petroleum Resources, Effurun",Nigeria,Federal University of Petroleum Resources Effurun,federal university of petroleum resources effurun
U000654,"Federal University of Petroleum Resources, Effurun",Nigeria,"Federal University of Petroleum Resources, Effurun",federal university of petroleum resources effurun
U000655,Federal University of Piauí,Brazil,Federal University of Piauí,federal university of piau
U000656,Federal University of Rio de Janeiro,Brazil,Federal University of Rio de Janeiro,federal university of rio de janeiro
U000657,Federal University of Rio Grande do Norte (UFRN),Brazil,Federal University of Rio Grande do Norte,federal university of rio grande do norte
U000657,Federal University of Rio Grande do Norte (UFRN),Brazil,Federal University of Rio Grande do Norte (UFRN),federal university of rio grande do norte ufrn
U000658,Federal University of Santa Maria,Brazil,Federal University of Santa Maria,federal university of santa maria
U000659,Federal University of São Carlos,Brazil,Federal University of São Carlos,federal university of so carlos
U000660,Federal University of Technology Akure,Nigeria,Federal University of Technology Akure,federal university of technology akure
U000661,"Federal University of Technology, Minna",Nigeria,Federal University of Technology Minna,federal university of technology minna
U000661,"Federal University of Technology, Minna",Nigeria,"Federal University of Technology, Minna",federal university of technology minna
U000662,"Federal University of Technology, Owerri",Nigeria,Federal University of Technology Owerri,federal university of technology owerri
U000662,"Federal University of Technology, Owerri",Nigeria,"Federal University of Technology, Owerri",federal university of technology owerri
U000663,Federal University of the State of Rio de Janeiro (UNIRIO),Brazil,Federal University of the State of Rio de Janeiro,federal university of the state of rio de janeiro
U000663,Federal University of the State of Rio de Janeiro (UNIRIO),Brazil,Federal University of the State of Rio de Janeiro (UNIRIO),federal university of the state of rio de janeiro unirio
U000664,Federal University of Tocantins,Brazil,Federal University of Tocantins,federal university of tocantins
U000665,Federal University of Toulouse Midi-Pyrénées,France,Federal University of Toulouse Midi Pyrénées,federal university of toulouse midi pyrnes
U000665,Federal University of Toulouse Midi-Pyrénées,France,Federal University of Toulouse Midi-Pyrénées,federal university of toulouse midipyrnes
U000666,Federal University of Uberlândia,Brazil,Federal University of Uberlândia,federal university of uberlndia
U000667,Federal University of Vales do Jequitinhonha e Mucuri,Brazil,Federal University of Vales do Jequitinhonha e Mucuri,federal university of vales do jequitinhonha e mucuri
U000668,Federal University of Viçosa,Brazil,Federal University of Viçosa,federal university of viosa
U000669,Federation University Australia,Australia,Federation University Australia,federation university australia
U000670,Federico Santa María Technical University,Chile,Federico Santa María Technical University,federico santa mara technical university
U000671,Feng Chia University,Taiwan,Feng Chia University,feng chia university
U000672,Ferdowsi University of Mashhad,"Iran, Islamic Republic of",Ferdowsi University of Mashhad,ferdowsi university of mashhad
U000673,Fergana Medical Institute of Public Health,Uzbekistan,Fergana Medical Institute of Public Health,fergana medical institute of public health
U000674,Fergana Polytechnic Institute,Uzbekistan,Fergana Polytechnic Institute,fergana polytechnic institute
U000675,Fergana State University,Uzbekistan,Fergana State University,fergana state university
U000676,Ferhat Abbas Sétif University 1,Algeria,Ferhat Abbas Sétif University 1,ferhat abbas stif university 1
U000677,Financial University under the Government of the Russian Federation,Russia,Financial University under the Government of the Russian Federation,financial university under the government of the russian federation
U000678,Finis Terrae University,Chile,Finis Terrae University,finis terrae university
U000679,Firat University,Turkey,Firat University,firat university
U000680,First Technical University,Nigeria,First Technical University,first technical university
U000681,Flinders University,Australia,Flinders University,flinders university
U000682,Florida Agricultural and Mechanical University,United States,Florida Agricultural and Mechanical University,florida agricultural and mechanical university
U000683,Florida Atlantic University,United States,Florida Atlantic University,florida atlantic university
U000684,Florida Atlantic University - Boca Raton,United States,Florida Atlantic University - Boca Raton,florida atlantic university boca raton
U000684,Florida Atlantic University - Boca Raton,United States,Florida Atlantic University Boca Raton,florida atlantic university boca raton
U000685,Florida Institute of Technology,United States,Florida Institute of Technology,florida institute of technology
U000686,Florida International University,United States,Florida International University,florida international university
U000687,Florida State University,United States,Florida State University,florida state university
U000688,Fluminense Federal University,Brazil,Fluminense Federal University,fluminense federal university
U000689,Fordham University ,United States,Fordham University,fordham university
U000690,Forman Christian College,Pakistan,Forman Christian College,forman christian college
U000691,Fountain University,Nigeria,Fountain University,fountain university
U000692,Francisk Skorina Gomel State University,Belarus,Francisk Skorina Gomel State University,francisk skorina gomel state university
U000693,Free University of Berlin,Germany,Free University of Berlin,free university of berlin
U000694,Free University of Bozen-Bolzano,Italy,Free University of Bozen Bolzano,free university of bozen bolzano
U000694,Free University of Bozen-Bolzano,Italy,Free University of Bozen-Bolzano,free university of bozenbolzano
U000695,Freie Universitaet Berlin,Germany,Freie Universitaet Berlin,freie universitaet berlin
U000696,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,Friedrich Alexander Universität Erlangen Nürnberg,friedrich alexander universitt erlangen nrnberg
U000696,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,Friedrich-Alexander-Universität Erlangen-Nürnberg,friedrichalexanderuniversitt erlangennrnberg
U000697,Friedrich Schiller University Jena,Germany,Friedrich Schiller University Jena,friedrich schiller university jena
U000698,Fu Jen Catholic University,Taiwan,Fu Jen Catholic University,fu jen catholic university
U000699,Fudan University,China (Mainland),Fudan University,fudan university
U000700,Fujian Agriculture and Forestry University,China,Fujian Agriculture and Forestry University,fujian agriculture and forestry university
U000701,Fujian Normal University,China,Fujian Normal University,fujian normal university
U000702,Fujita Health University,Japan,Fujita Health University,fujita health university
U000703,Fukui Prefectural University,Japan,Fukui Prefectural University,fukui prefectural university
U000704,Fukuoka University,Japan,Fukuoka University,fukuoka university
U000705,Fukushima University,Japan,Fukushima University,fukushima university
U000706,Full Sail University,United States,Full Sail University,full sail university
U000707,Fundação Oswaldo Cruz,Brazil,Fundação Oswaldo Cruz,fundao oswaldo cruz
U000708,Fundación CEU San Pablo,Spain,Fundación CEU San Pablo,fundacin ceu san pablo
U000709,Fundación Universidad De Bogotá-Jorge Tadeo Lozano,Colombia,Fundación Universidad De Bogotá Jorge Tadeo Lozano,fundacin universidad de bogot jorge tadeo lozano
U000709,Fundación Universidad De Bogotá-Jorge Tadeo Lozano,Colombia,Fundación Universidad De Bogotá-Jorge Tadeo Lozano,fundacin universidad de bogotjorge tadeo lozano
U000710,Fundación Universitaria del Área Andina,Colombia,Fundación Universitaria del Área Andina,fundacin universitaria del rea andina
U000711,Future University in Egypt,Egypt,Future University in Egypt,future university in egypt
U000712,Fuzhou University,China,Fuzhou University,fuzhou university
U000713,Gabriele d‘Annunzio University,Italy,Gabriele d‘Annunzio University,gabriele dannunzio university
U000714,Gadjah Mada University,Indonesia,Gadjah Mada University,gadjah mada university
U000715,Gangadhar Meher University,India,Gangadhar Meher University,gangadhar meher university
U000716,Gauhati University,India,Gauhati University,gauhati university
U000717,Gazi Üniversitesi,Turkey,Gazi Üniversitesi,gazi niversitesi
U000718,Gazi University,Turkey,Gazi University,gazi university
U000719,Gaziantep University,Turkey,Gaziantep University,gaziantep university
U000720,Gdańsk University of Technology,Poland,Gdańsk University of Technology,gdask university of technology
U000721,Gebze Technical University,Turkey,Gebze Technical University,gebze technical university
U000722,Gebze Yüksek Teknoloji Enstitüsü (GYTE),Turkey,Gebze Yüksek Teknoloji Enstitüsü,gebze yksek teknoloji enstits
U000722,Gebze Yüksek Teknoloji Enstitüsü (GYTE),Turkey,Gebze Yüksek Teknoloji Enstitüsü (GYTE),gebze yksek teknoloji enstits gyte
U000723,General Sir John Kotelawala Defence University,Sri Lanka,General Sir John Kotelawala Defence University,general sir john kotelawala defence university
U000724,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",Romania,George Emil Palade University of Medicine Pharmacy Science and Technology of Targu Mures,george emil palade university of medicine pharmacy science and technology of targu mures
U000724,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",Romania,"George Emil Palade University of Medicine, Pharmacy, Science, and Technology of Targu Mures",george emil palade university of medicine pharmacy science and technology of targu mures
U000725,George Mason University,United States,George Mason University,george mason university
U000726,George Washington University,United States,George Washington University,george washington university
U000727,Georgetown University,United States,Georgetown University,georgetown university
